iso3,year,ngfs_ghg,catgen
VEN,2035,203.8427,fw
VEN,2035,93.58929999999999,nz
VEN,2035,158.9156,nz
VNM,2035,-148.8843,b2c
VNM,2035,253.3789,b2c
VNM,2035,532.2224,cp
VNM,2035,615.6717,cp
VNM,2035,553.6128,fw
VNM,2035,521.7936999999999,fw
VNM,2035,205.3923,nz
VNM,2035,-47.8774,nz
YEM,2035,56.0227,b2c
YEM,2035,94.6073,b2c
YEM,2035,68.4164,cp
YEM,2035,94.40049999999999,cp
YEM,2035,85.6664,fw
YEM,2035,67.15260000000001,fw
YEM,2035,92.7782,nz
YEM,2035,56.9431,nz
ZAF,2035,88.2159,b2c
ZAF,2035,273.5634,b2c
ZAF,2035,725.1686,cp
ZAF,2035,422.3921,cp
ZAF,2035,328.1775,fw
ZAF,2035,304.596,fw
ZAF,2035,84.437,nz
ZAF,2035,231.3641,nz
ZMB,2035,26.0939,b2c
ZMB,2035,-7.4775,b2c
ZMB,2035,23.3677,cp
ZMB,2035,119.7062,cp
ZMB,2035,43.2943,fw
ZMB,2035,15.1116,fw
ZMB,2035,51.6626,nz
ZMB,2035,29.0645,nz
ZWE,2035,22.876,b2c
ZWE,2035,4.9843,b2c
ZWE,2035,110.8495,cp
ZWE,2035,39.1069,cp
ZWE,2035,38.2523,fw
ZWE,2035,24.4578,fw
ZWE,2035,11.224,nz
ZWE,2035,21.4633,nz
