iso3,year,category,ghg_p5,ghg_p95,ipcc_ghg_tot,id
ARG,2035,C1,139.7384794366478,195.329768839495,139.7384794366478,"GEM-E3_V2021, EN_NPi2020_500"
ARG,2035,C2,111.559440612793,473.6535369956589,159.5852813720703,"POLES ENGAGE, EN_INDCi2030_400f"
ARG,2035,C3,129.9627990722656,505.4790890597925,505.4790890597925,"GEM-E3_V2021, EN_INDCi2030_1000_COV_NDCp"
ARG,2035,C4,176.0026168823242,531.2924174593962,204.5385284423828,"POLES ENGAGE, EN_NPi2020_1200f"
ARG,2035,C5,222.9102935791016,552.290393351166,440.1790957531286,"GEM-E3_V2021, EN_NPi2020_1800f"
ARG,2035,C6,229.4761810302734,692.7781160694203,268.044189453125,"POLES ENGAGE, EN_INDCi2030_2500"
ARG,2035,C7,311.5033874511719,728.0937013451507,501.1932868,"GCAM 5.3, NGFS2_Current Policies"
AUS,2035,C1,137.7465573102947,263.9584331411908,137.7465573102947,"GEM-E3_V2021, EN_NPi2020_500"
AUS,2035,C2,118.4844207763672,432.9234900621424,432.9234900621424,"GEM-E3_V2021, EN_INDCi2030_800f"
AUS,2035,C3,108.1373596191406,495.443530361332,174.1364440917969,"POLES ENGAGE, EN_NPi2020_600f"
AUS,2035,C4,211.6134948730468,610.5453852332547,263.2347717285156,"POLES ENGAGE, EN_INDCi2030_1000f"
AUS,2035,C5,300.2429809570312,620.4422727989916,334.4591979980469,"POLES ENGAGE, EN_INDCi2030_1800"
AUS,2035,C6,317.2547912597656,454.2593756323032,357.1698913574219,"POLES ENGAGE, EN_INDCi2030_3000f"
AUS,2035,C7,357.784912109375,707.1194342732364,603.9793090820313,"POLES GECO2019, CO_BAU"
BRA,2035,C1,12.19233989715576,793.79540225147,320.571913460015,"WITCH 5.0, EN_NPi2020_400f"
BRA,2035,C2,-692.041015625,1715.706370109784,1082.93349895226,"COFFEE 1.1, EN_INDCi2030_400f"
BRA,2035,C3,288.5325012207031,1772.962036132812,513.1167933269517,"COFFEE 1.1, EN_NPi2020_600"
BRA,2035,C5,298.1841125488281,1574.021061395178,847.475890988056,"WITCH 5.0, EN_INDCi2030_2500_NDCp"
CAN,2035,C1,48.06226244775456,460.093505859375,454.7572411726224,"GEM-E3_V2021, EN_NPi2020_600_COV"
CAN,2035,C2,256.0924377441406,542.6308824947213,539.1468898121904,"GEM-E3_V2021, EN_NPi2020_600f_COV"
CAN,2035,C4,347.2519378662109,748.3174638,607.4974903217872,"GEM-E3_V2021, EN_INDCi2030_1000f"
CAN,2035,C5,430.1924133300781,683.0404637,555.046192599126,"WITCH 5.0, EN_NPi2020_1800f"
CAN,2035,C6,458.1845092773438,727.751703920009,473.0208435058594,"POLES ENGAGE, EN_INDCi2030_3000"
CAN,2035,C7,485.3831176757813,2006.817337051012,619.8689575195313,"POLES GECO2019, CO_BAU"
CHN,2035,C1,3842.9560531841,7805.56787109375,7805.56787109375,"IMAGE 3.2, SSP2_SPA2_19I_LI"
CHN,2035,C2,5058.91380910157,9569.3779296875,7085.309361180423,"MESSAGEix-GLOBIOM_1.1, EN_NPi2020_700f"
CHN,2035,C3,5378.56678993486,12355.8321,10126.3071,"REMIND-MAgPIE 2.0-4.1, Diff_1300Gt_no-transfer_def"
CHN,2035,C4,7233.6234,12355.8321,10793.58842959353,"MESSAGEix-GLOBIOM_1.1, EN_INDCi2030_1400f"
CHN,2035,C5,8214.097100000001,16514.18713,12712.05853873195,"MESSAGEix-GLOBIOM_1.1, EN_INDCi2030_2500_NDCp"
CHN,2035,C6,10371.4835,15806.5148,15325.6796875,"IMAGE 3.2, SSP2_SPA2_45I_D"
CHN,2035,C7,11985.28240244355,19092.9164,16814.04102,"GCAM 5.3, NGFS2_Current Policies"
COL,2035,C2,137.4872001,147.829767,147.829767,"GCAM 5.3, NGFS2_Net-Zero 2050"
COL,2035,C3,195.7494993,195.7494993,195.7494993,"GCAM 5.3, NGFS2_Below 2°C"
COL,2035,C4,211.9031438,211.9031438,211.9031438,"GCAM 5.3, NGFS2_Delayed Transition"
COL,2035,C5,222.9608758,222.9608758,222.9608758,"GCAM 5.3, NGFS2_Nationally Determined Contributions (NDCs)"
COL,2035,C7,271.1539505,350.706129387081,350.706129387081,"GCAM 5.3, R_BAU"
EUU,2035,C1,798.7933526266389,2761.837890625,1292.262775589,"WITCH 5.0, EN_NPi2020_400f"
EUU,2035,C2,1335.222778320312,2762.68454417834,1450.809326171875,"POLES ENGAGE, EN_INDCi2030_300f"
EUU,2035,C3,1386.281127929688,4846.59257267352,2718.842270167535,"GEM-E3_V2021, EN_INDCi2030_1000_COV_NDCp"
EUU,2035,C4,1607.196533203125,5183.082963733489,2927.99101503096,"EPPA 6, 2CNow_Gradual"
EUU,2035,C5,1893.872314453125,5000.893329441396,1893.872314453125,"POLES GECO2019, CO_GPP"
EUU,2035,C6,1926.437168877822,6726.990569148519,3270.5182,"REMIND-MAgPIE 2.1-4.2, EN_NPi2020_3000f"
EUU,2035,C7,2278.722900390625,7031.220123559603,3056.3701171875,"POLES ENGAGE, EN_NPi2100"
IDN,2035,C1,588.3536349091955,1182.864990234375,1032.38796381848,"WITCH 5.0, EN_NPi2020_500f"
IDN,2035,C2,663.0746459960938,1239.115966796875,901.9330942082032,"GEM-E3_V2021, EN_INDCi2030_600f"
IDN,2035,C3,728.4915771484375,1355.899047851563,1224.12838586111,"WITCH 5.0, EN_INDCi2030_1000_NDCp"
IDN,2035,C4,873.427978515625,1410.01418601514,1294.20836734128,"WITCH 5.0, EN_INDCi2030_1200f_NDCp"
IDN,2035,C6,1056.69320743639,2005.09576348826,1655.347934730619,"WITCH 5.0, EN_INDCi2100"
IDN,2035,C7,1097.42857863382,2538.741943359375,1460.375244140625,"POLES GECO2019, CO_CurPol"
IND,2035,C1,1513.174799678783,3534.3683,2885.5627,"REMIND-MAgPIE 2.1-4.2, NGFS2_Divergent Net Zero Policies"
IND,2035,C3,2266.27887853408,5513.311847900435,2624.286670360572,"COFFEE 1.1, EN_INDCi2030_600_NDCp"
IND,2035,C4,2913.12214116941,5568.1174,3574.36376953125,"POLES ENGAGE, EN_INDCi2030_1000_COV_NDCp"
IND,2035,C5,3429.689999730631,6473.418368974721,4378.058572098238,"COFFEE 1.1, EN_NPi2020_2000f"
IND,2035,C6,3778.177978515625,7055.32487685174,5931.4603,"REMIND-MAgPIE 1.7-3.0, PEP_goodpractice"
IND,2035,C7,4486.85197613486,9134.5862,8180.1537,"REMIND-MAgPIE 1.7-3.0, CD-LINKS_NoPolicy"
JPN,2035,C1,250.6637,559.4541225804173,412.8911,"REMIND-MAgPIE 2.1-4.2, CEMICS_SSP1-1p5C-fullCDR"
JPN,2035,C2,375.6730041503906,808.5789,757.4899,"REMIND-MAgPIE 1.7-3.0, CD-LINKS_INDC2030i_400"
JPN,2035,C3,346.1759,1019.6734,464.1889,"REMIND 2.1, TechCost-SSP2-B1100-windH"
JPN,2035,C4,486.7943725585938,1019.6734,630.3902587890625,"POLES ENGAGE, EN_NPi2020_1000f_COV"
JPN,2035,C5,623.8475952148438,1019.6734,793.2675,"REMIND-MAgPIE 1.7-3.0, PEP_netzero"
JPN,2035,C6,766.4855346679688,1177.548446622413,905.3348999999999,"REMIND-MAgPIE 2.1-4.2, EN_NPi2020_2500"
KOR,2035,C1,184.8493884644533,316.3318286421243,184.8493884644533,"COFFEE 1.1, EN_NPi2020_400"
KOR,2035,C3,206.4646337792401,568.4585577921849,558.074527316645,"GEM-E3_V2021, EN_NPi2020_800f"
KOR,2035,C4,391.0475644822279,635.543393899763,447.2271423339844,"POLES ENGAGE, EN_INDCi2030_1000f_COV"
KOR,2035,C5,488.9666766700961,667.0720785271787,516.598297777662,"COFFEE 1.1, EN_NPi2020_1800"
KOR,2035,C7,247.1502040559033,851.341360260055,247.1502040559033,"COFFEE 1.1, CO_BAU"
MEX,2035,C1,100.266328268194,452.3631332143553,322.1671269614139,"GEM-E3_V2021, EN_NPi2020_500"
MEX,2035,C2,216.3636932373047,1035.025158277884,426.9497375488281,"POLES ENGAGE, EN_INDCi2030_400f"
MEX,2035,C3,313.164163470999,1106.196404781865,461.562582806073,"WITCH 5.0, EN_INDCi2030_700f"
MEX,2035,C4,446.443218126747,1183.443030565213,587.3543701171875,"IMAGE 3.0, EN_NPi2020_1400f"
MEX,2035,C5,450.2640075683594,1232.139355845506,603.992431640625,"POLES ENGAGE, EN_INDCi2030_1600"
MEX,2035,C6,531.5982055664063,1342.624947083336,600.5972290039063,"POLES ENGAGE, EN_INDCi2100_NDCp"
MEX,2035,C7,631.4197387695313,1510.882321913129,740.4197998046875,"POLES GECO2019, CO_GPP_notax"
PAK,2035,C2,325.4278562,373.6742117,373.6742117,"GCAM 5.3, NGFS2_Net-Zero 2050"
PAK,2035,C3,415.9173034,415.9173034,415.9173034,"GCAM 5.3, NGFS2_Below 2°C"
PAK,2035,C4,451.8005519,451.8005519,451.8005519,"GCAM 5.3, NGFS2_Delayed Transition"
PAK,2035,C5,702.7954508,702.7954508,702.7954508,"GCAM 5.3, NGFS2_Nationally Determined Contributions (NDCs)"
PAK,2035,C7,629.4949297720231,693.055058,629.4949297720231,"GCAM 5.3, R_BAU"
RUS,2035,C1,517.9289294518453,1912.723999023437,939.415,"REMIND-MAgPIE 2.1-4.2, EN_NPi2020_400"
RUS,2035,C2,262.0646896362305,2456.3375,1683.8922,"REMIND-MAgPIE 1.7-3.0, CO_2Deg2020"
RUS,2035,C3,365.2302551269531,3172.8745,1644.463090716531,"GEM-E3_V2021, EN_INDCi2030_1000_NDCp"
RUS,2035,C4,614.256103515625,3172.8745,1683.873320435499,"COFFEE 1.1, EN_INDCi2030_900f"
RUS,2035,C5,710.4773559570313,3518.4249,3172.8745,"AIM/CGE 2.2, EN_INDCi2030_1600f"
RUS,2035,C6,1210.266235351562,4342.4923,1776.013916015625,"POLES ENGAGE, EN_INDCi2100_COV_NDCp"
RUS,2035,C7,1797.450927734375,4467.499,3208.6708984375,"IMAGE 3.2, SSP2-baseline"
SAU,2035,C1,502.5167071122934,554.5211573958327,502.5167071122934,"GEM-E3_V2021, EN_NPi2020_500"
SAU,2035,C2,338.1556396484375,740.8835416962821,567.3876873073577,"GEM-E3_V2021, EN_NPi2020_600"
SAU,2035,C3,320.8204956054688,765.9432607472667,765.9432607472667,"GEM-E3_V2021, EN_INDCi2030_1000_NDCp"
SAU,2035,C4,442.8213043212891,816.8526533678188,574.169189453125,"POLES ENGAGE, EN_INDCi2030_1000f_NDCp"
SAU,2035,C5,456.2008972167969,835.2614115023945,507.9958190917969,"POLES ENGAGE, EN_NPi2020_1800"
SAU,2035,C6,509.8634643554688,1003.600001245935,509.8634643554688,"POLES ENGAGE, EN_NPi2020_3000f"
SAU,2035,C7,655.1170654296875,1005.462421737947,710.7637939453125,"POLES GECO2019, CO_CurPol"
TUR,2035,C1,193.6390664354547,473.5869140625,193.6390664354547,"GEM-E3_V2021, EN_NPi2020_500"
TUR,2035,C2,261.4670715332031,420.044189453125,325.7569714368346,"GEM-E3_V2021, EN_INDCi2030_600f"
TUR,2035,C3,284.4997406005859,550.8079223632813,329.9830017089844,"POLES GECO2019, CO_2Deg2020"
TUR,2035,C4,324.1185913085937,576.37548828125,351.3734741210937,"POLES ENGAGE, EN_NPi2020_900f"
TUR,2035,C5,400.7544555664063,635.7557067871094,482.3586253926024,"GEM-E3_V2021, EN_NPi2020_1400"
TUR,2035,C6,456.8960876464844,683.7593688964844,657.0921020507813,"IMAGE 3.2, SSP2_SPA2_45I_D"
TUR,2035,C7,514.0084145363332,770.1886596679688,644.2858276367188,"IMAGE 3.0, CO_CurPol"
TWN,2035,C2,172.0030732,242.6397864,172.0030732,"GCAM 5.3, NGFS2_Divergent Net Zero Policies"
TWN,2035,C3,243.2728982,243.2728982,243.2728982,"GCAM 5.3, NGFS2_Below 2°C"
TWN,2035,C4,251.2775927,251.2775927,251.2775927,"GCAM 5.3, NGFS2_Delayed Transition"
TWN,2035,C5,258.988637,258.988637,258.988637,"GCAM 5.3, NGFS2_Nationally Determined Contributions (NDCs)"
TWN,2035,C7,357.9724421,394.3582046946,357.9724421,"GCAM 5.3, NGFS2_Current Policies"
USA,2035,C1,1496.2096,3248.93896484375,2993.0511,"REMIND-MAgPIE 2.1-4.2, EN_NPi2020_400f"
USA,2035,C2,1968.818969726562,4651.251447886261,3374.8648,"REMIND-MAgPIE 1.7-3.0, PEP_2C_red_NDC"
USA,2035,C3,1908.46155167224,5183.4453,3955.185,"REMIND 2.1, CEMICS_opt_2C"
USA,2035,C4,2828.795043945313,5590.576717531741,5590.576717531741,"MESSAGEix-GLOBIOM_1.1, EN_NPi2020_1400"
USA,2035,C5,3524.314697265625,6240.280965647626,6201.089150849111,"MESSAGEix-GLOBIOM_1.1, EN_INDCi2030_2500"
USA,2035,C6,3438.839599609375,7366.4411,5473.0852,"REMIND-MAgPIE 2.1-4.2, EN_NPi2020_3000"
USA,2035,C7,3975.050048828125,10977.19770664314,6884.859817905201,"WITCH 5.0, CO_BAU"
ZAF,2035,C1,-30.10982301267252,256.962470699124,137.5522137510696,"GEM-E3_V2021, EN_NPi2020_500"
ZAF,2035,C2,75.91993713378906,353.9417419433594,266.373224001992,"WITCH 5.0, EN_INDCi2030_500f"
ZAF,2035,C3,27.340469024966,361.9406127929688,87.4543749119824,"COFFEE 1.1, EN_NPi2020_700"
ZAF,2035,C4,257.1832771663368,398.2750636232752,347.046316261904,"WITCH 5.0, EN_NPi2020_1200f"
ZAF,2035,C5,251.3979034423828,534.221906439737,409.0249938964844,"IMAGE 3.0, EN_INDCi2030_1400"
ZAF,2035,C6,199.568099975586,656.4868734412349,467.8311767578125,"POLES ENGAGE, EN_INDCi2030_3000f"
ZAF,2035,C7,489.7561950683594,895.2836158159411,556.4495239257813,"IMAGE 3.2, SSP1-baseline"
ARG,2035,C1,139.7384794366478,195.329768839495,195.329768839495,"GEM-E3_V2021, EN_NPi2020_600_COV"
ARG,2035,C2,111.559440612793,473.6535369956589,274.2049943,"GCAM 5.3, NGFS2_Net-Zero 2050"
ARG,2035,C2,111.559440612793,473.6535369956589,285.5798761425939,"GEM-E3_V2021, EN_NPi2020_500f"
ARG,2035,C2,111.559440612793,473.6535369956589,449.1173911463317,"GEM-E3_V2021, EN_INDCi2030_600f"
ARG,2035,C2,111.559440612793,473.6535369956589,309.5998569238142,"GEM-E3_V2021, EN_NPi2020_600f"
ARG,2035,C2,111.559440612793,473.6535369956589,154.5858154296875,"POLES ENGAGE, EN_INDCi2030_300f"
ARG,2035,C2,111.559440612793,473.6535369956589,277.7066798,"GCAM 5.3, NGFS2_Divergent Net Zero Policies"
ARG,2035,C2,111.559440612793,473.6535369956589,111.559440612793,"POLES ENGAGE, EN_NPi2020_300f"
ARG,2035,C2,111.559440612793,473.6535369956589,472.0355308254688,"GEM-E3_V2021, EN_INDCi2030_600f_COV_NDCp"
ARG,2035,C2,111.559440612793,473.6535369956589,199.4015499132529,"GEM-E3_V2021, EN_NPi2020_600"
ARG,2035,C2,111.559440612793,473.6535369956589,249.9284809247515,"GEM-E3_V2021, EN_NPi2020_600f_COV"
ARG,2035,C2,111.559440612793,473.6535369956589,268.2879707869665,"GEM-E3_V2021, EN_NPi2020_400f"
ARG,2035,C2,111.559440612793,473.6535369956589,160.55322265625,"POLES GECO2019, CO_Bridge"
ARG,2035,C2,111.559440612793,473.6535369956589,448.4199995064291,"GEM-E3_V2021, EN_INDCi2030_600f_COV"
ARG,2035,C2,111.559440612793,473.6535369956589,119.8186721801758,"POLES ENGAGE, EN_NPi2020_400f"
ARG,2035,C3,129.9627990722656,505.4790890597925,144.6660308837891,"POLES ENGAGE, EN_NPi2020_600f_COV"
ARG,2035,C3,129.9627990722656,505.4790890597925,151.1589813232422,"POLES ENGAGE, EN_NPi2020_700f"
ARG,2035,C3,129.9627990722656,505.4790890597925,203.5414428710937,"POLES ENGAGE, EN_INDCi2030_600f_NDCp"
ARG,2035,C3,129.9627990722656,505.4790890597925,173.9730682373047,"POLES ENGAGE, EN_INDCi2030_600f"
ARG,2035,C3,129.9627990722656,505.4790890597925,339.221572393798,"GEM-E3_V2021, EN_NPi2020_800f"
ARG,2035,C3,129.9627990722656,505.4790890597925,141.1431884765625,"POLES ENGAGE, EN_NPi2020_600f"
ARG,2035,C3,129.9627990722656,505.4790890597925,129.9627990722656,"POLES ENGAGE, EN_NPi2020_800"
ARG,2035,C3,129.9627990722656,505.4790890597925,160.1384429931641,"POLES GECO2019, CO_2Deg2020"
ARG,2035,C3,129.9627990722656,505.4790890597925,182.0081481933593,"POLES ENGAGE, EN_INDCi2030_600f_COV"
ARG,2035,C3,129.9627990722656,505.4790890597925,481.4700726839985,"GEM-E3_V2021, EN_INDCi2030_1000_COV"
ARG,2035,C3,129.9627990722656,505.4790890597925,141.0132598876953,"POLES ENGAGE, EN_NPi2020_900"
ARG,2035,C3,129.9627990722656,505.4790890597925,272.2264794275088,"GEM-E3_V2021, EN_NPi2020_800"
ARG,2035,C3,129.9627990722656,505.4790890597925,369.667585,"GCAM 5.3, NGFS2_Below 2°C"
ARG,2035,C3,129.9627990722656,505.4790890597925,504.9877151077365,"GEM-E3_V2021, EN_INDCi2030_1000f_COV"
ARG,2035,C3,129.9627990722656,505.4790890597925,131.0915985107422,"POLES ENGAGE, EN_NPi2020_500f"
ARG,2035,C3,129.9627990722656,505.4790890597925,205.0950012207031,"POLES GECO2019, CO_2Deg2030"
ARG,2035,C3,129.9627990722656,505.4790890597925,168.2657623291016,"POLES ENGAGE, EN_INDCi2030_500f"
ARG,2035,C3,129.9627990722656,505.4790890597925,485.6229561534473,"GEM-E3_V2021, EN_INDCi2030_1000"
ARG,2035,C3,129.9627990722656,505.4790890597925,337.7130967977886,"GEM-E3_V2021, EN_NPi2020_1000"
ARG,2035,C3,129.9627990722656,505.4790890597925,182.0084838867188,"POLES ENGAGE, EN_INDCi2030_700f"
ARG,2035,C3,129.9627990722656,505.4790890597925,312.6956992198167,"GEM-E3_V2021, EN_NPi2020_1000f_COV"
ARG,2035,C3,129.9627990722656,505.4790890597925,424.6000719231892,"GEM-E3_V2021, EN_INDCi2030_800"
ARG,2035,C3,129.9627990722656,505.4790890597925,200.815444946289,"POLES ENGAGE, EN_INDCi2030_600f_COV_NDCp"
ARG,2035,C3,129.9627990722656,505.4790890597925,148.4412689208984,"POLES ENGAGE, EN_INDCi2030_900"
ARG,2035,C3,129.9627990722656,505.4790890597925,307.7250116413198,"GEM-E3_V2021, EN_NPi2020_1000_COV"
ARG,2035,C4,176.0026168823242,531.2924174593962,182.5634155273437,"POLES ENGAGE, EN_NPi2020_1200"
ARG,2035,C4,176.0026168823242,531.2924174593962,432.3969471,"GCAM 5.3, NGFS2_Delayed Transition"
ARG,2035,C4,176.0026168823242,531.2924174593962,433.5765868964069,"GEM-E3_V2021, EN_NPi2020_1400f"
ARG,2035,C4,176.0026168823242,531.2924174593962,228.3664703369141,"POLES ENGAGE, EN_INDCi2030_1200f"
ARG,2035,C4,176.0026168823242,531.2924174593962,213.9486236572266,"POLES ENGAGE, EN_INDCi2030_1200"
ARG,2035,C4,176.0026168823242,531.2924174593962,218.8206787109375,"POLES ENGAGE, EN_INDCi2030_1000_COV_NDCp"
ARG,2035,C4,176.0026168823242,531.2924174593962,201.0967407226562,"POLES ENGAGE, EN_INDCi2030_1000_COV"
ARG,2035,C4,176.0026168823242,531.2924174593962,189.6626739501953,"POLES ENGAGE, EN_NPi2020_1000f"
ARG,2035,C4,176.0026168823242,531.2924174593962,240.2208251953125,"POLES ENGAGE, EN_INDCi2030_1000f_COV_NDCp"
ARG,2035,C4,176.0026168823242,531.2924174593962,531.2924174593962,"GEM-E3_V2021, EN_INDCi2030_1400f"
ARG,2035,C4,176.0026168823242,531.2924174593962,208.2665405273437,"POLES ENGAGE, EN_INDCi2030_1000f"
ARG,2035,C4,176.0026168823242,531.2924174593962,217.1486358642578,"POLES ENGAGE, EN_INDCi2030_1000_NDCp"
ARG,2035,C4,176.0026168823242,531.2924174593962,177.2870941162109,"POLES ENGAGE, EN_INDCi2030_1000"
ARG,2035,C4,176.0026168823242,531.2924174593962,190.194351196289,"POLES ENGAGE, EN_INDCi2030_800f"
ARG,2035,C4,176.0026168823242,531.2924174593962,251.026123046875,"POLES ENGAGE, EN_INDCi2030_1000f_NDCp"
ARG,2035,C4,176.0026168823242,531.2924174593962,514.93415637969,"GEM-E3_V2021, EN_INDCi2030_1000f"
ARG,2035,C4,176.0026168823242,531.2924174593962,210.760986328125,"POLES GECO2019, CO_Bridge_notax"
ARG,2035,C4,176.0026168823242,531.2924174593962,531.2924174593962,"GEM-E3_V2021, EN_INDCi2030_1400"
ARG,2035,C4,176.0026168823242,531.2924174593962,222.9276885986328,"POLES ENGAGE, EN_INDCi2030_1000f_COV"
ARG,2035,C4,176.0026168823242,531.2924174593962,361.5775949608079,"GEM-E3_V2021, EN_NPi2020_1000f"
ARG,2035,C4,176.0026168823242,531.2924174593962,200.4668426513672,"POLES ENGAGE, EN_INDCi2030_900f"
ARG,2035,C4,176.0026168823242,531.2924174593962,196.5295562744141,"POLES ENGAGE, EN_NPi2020_1000f_COV"
ARG,2035,C5,222.9102935791016,552.290393351166,245.5151214599609,"POLES ENGAGE, EN_INDCi2030_1600"
ARG,2035,C5,222.9102935791016,552.290393351166,227.7183990478516,"POLES ENGAGE, EN_NPi2020_2000f"
ARG,2035,C5,222.9102935791016,552.290393351166,257.2987976074219,"POLES ENGAGE, EN_INDCi2030_2000f"
ARG,2035,C5,222.9102935791016,552.290393351166,245.5151214599609,"POLES ENGAGE, EN_INDCi2030_1600f"
ARG,2035,C5,222.9102935791016,552.290393351166,222.9102935791016,"POLES ENGAGE, EN_NPi2020_1600f"
ARG,2035,C5,222.9102935791016,552.290393351166,552.290393351166,"GEM-E3_V2021, EN_INDCi2030_1800f"
ARG,2035,C5,222.9102935791016,552.290393351166,224.8420715332031,"POLES GECO2019, CO_GPP"
ARG,2035,C5,222.9102935791016,552.290393351166,552.290393351166,"GEM-E3_V2021, EN_INDCi2030_1800"
ARG,2035,C5,222.9102935791016,552.290393351166,222.9102935791016,"POLES ENGAGE, EN_NPi2020_1600"
ARG,2035,C5,222.9102935791016,552.290393351166,227.7183990478516,"POLES ENGAGE, EN_NPi2020_2000"
ARG,2035,C5,222.9102935791016,552.290393351166,238.3344268798828,"POLES ENGAGE, EN_INDCi2030_1400"
ARG,2035,C5,222.9102935791016,552.290393351166,238.5097045898437,"POLES ENGAGE, EN_INDCi2030_1400f"
ARG,2035,C5,222.9102935791016,552.290393351166,405.6332429,"GCAM 5.3, NGFS2_Nationally Determined Contributions (NDCs)"
ARG,2035,C5,222.9102935791016,552.290393351166,433.5765868964069,"GEM-E3_V2021, EN_NPi2020_1400"
ARG,2035,C5,222.9102935791016,552.290393351166,252.8646392822266,"POLES ENGAGE, EN_INDCi2030_1800"
ARG,2035,C5,222.9102935791016,552.290393351166,227.7183990478516,"POLES ENGAGE, EN_NPi2020_1800f"
ARG,2035,C5,222.9102935791016,552.290393351166,227.7183990478516,"POLES ENGAGE, EN_NPi2020_1800"
ARG,2035,C5,222.9102935791016,552.290393351166,252.8646392822266,"POLES ENGAGE, EN_INDCi2030_1800f"
ARG,2035,C5,222.9102935791016,552.290393351166,257.2987976074219,"POLES ENGAGE, EN_INDCi2030_2000"
ARG,2035,C5,222.9102935791016,552.290393351166,440.1790957531286,"GEM-E3_V2021, EN_NPi2020_1800"
ARG,2035,C6,229.4761810302734,692.7781160694203,318.5741577148437,"POLES ENGAGE, EN_INDCi2100_NDCp"
ARG,2035,C6,229.4761810302734,692.7781160694203,656.193596657675,"GEM-E3_V2021, EN_INDCi2100_COV_NDCp"
ARG,2035,C6,229.4761810302734,692.7781160694203,273.9313354492188,"POLES ENGAGE, EN_INDCi2030_3000"
ARG,2035,C6,229.4761810302734,692.7781160694203,229.4761810302734,"POLES ENGAGE, EN_NPi2020_3000"
ARG,2035,C6,229.4761810302734,692.7781160694203,268.044189453125,"POLES ENGAGE, EN_INDCi2030_2500f"
ARG,2035,C6,229.4761810302734,692.7781160694203,298.6676635742188,"POLES GECO2019, CO_NDC_2050convergence"
ARG,2035,C6,229.4761810302734,692.7781160694203,273.9313354492188,"POLES ENGAGE, EN_INDCi2030_3000f"
ARG,2035,C6,229.4761810302734,692.7781160694203,238.2569427490234,"POLES ENGAGE, EN_NPi2020_2500f"
ARG,2035,C6,229.4761810302734,692.7781160694203,229.4761810302734,"POLES ENGAGE, EN_NPi2020_3000f"
ARG,2035,C6,229.4761810302734,692.7781160694203,608.7738580692389,"GEM-E3_V2021, EN_INDCi2100_COV"
ARG,2035,C6,229.4761810302734,692.7781160694203,322.7091979980469,"POLES ENGAGE, EN_INDCi2100_COV_NDCp"
ARG,2035,C6,229.4761810302734,692.7781160694203,238.2569427490234,"POLES ENGAGE, EN_NPi2020_2500"
ARG,2035,C6,229.4761810302734,692.7781160694203,692.7781160694203,"GEM-E3_V2021, EN_INDCi2100_NDCp"
ARG,2035,C7,311.5033874511719,728.0937013451507,634.3392941706329,"GEM-E3_V2021, EN_INDCi2100"
ARG,2035,C7,311.5033874511719,728.0937013451507,322.7709655761719,"POLES GECO2019, CO_CurPol"
ARG,2035,C7,311.5033874511719,728.0937013451507,658.4134462436655,"GEM-E3_V2021, EN_NPi2100_COV"
ARG,2035,C7,311.5033874511719,728.0937013451507,313.7918395996094,"POLES ENGAGE, EN_INDCi2100"
ARG,2035,C7,311.5033874511719,728.0937013451507,541.442776157327,"GCAM 5.3, R_BAU"
ARG,2035,C7,311.5033874511719,728.0937013451507,497.0021156,"GCAM 5.2, NGFS1_Current policies (Hot house world, Rep)"
ARG,2035,C7,311.5033874511719,728.0937013451507,357.7451782226562,"POLES ENGAGE, EN_NPi2100_COV"
ARG,2035,C7,311.5033874511719,728.0937013451507,327.6560974121094,"POLES GECO2019, CO_GPP_notax"
ARG,2035,C7,311.5033874511719,728.0937013451507,354.418701171875,"POLES ENGAGE, EN_NPi2100"
ARG,2035,C7,311.5033874511719,728.0937013451507,315.0773620605469,"POLES ENGAGE, EN_INDCi2100_COV"
ARG,2035,C7,311.5033874511719,728.0937013451507,355.8346862792969,"POLES GECO2019, CO_BAU"
ARG,2035,C7,311.5033874511719,728.0937013451507,728.0937013451507,"GEM-E3_V2021, EN_NPi2100"
AUS,2035,C1,137.7465573102947,263.9584331411908,263.9584331411908,"GEM-E3_V2021, EN_NPi2020_600_COV"
AUS,2035,C2,118.4844207763672,432.9234900621424,118.4844207763672,"POLES ENGAGE, EN_NPi2020_300f"
AUS,2035,C2,118.4844207763672,432.9234900621424,131.1105499267578,"POLES ENGAGE, EN_NPi2020_400f"
AUS,2035,C2,118.4844207763672,432.9234900621424,389.9800048425137,"GEM-E3_V2021, EN_NPi2020_600f_COV"
AUS,2035,C2,118.4844207763672,432.9234900621424,174.6433868408203,"POLES ENGAGE, EN_INDCi2030_300f"
AUS,2035,C2,118.4844207763672,432.9234900621424,190.5317993164062,"POLES GECO2019, CO_Bridge"
AUS,2035,C2,118.4844207763672,432.9234900621424,372.5570112474056,"GEM-E3_V2021, EN_INDCi2030_600f_COV"
AUS,2035,C2,118.4844207763672,432.9234900621424,232.4717004378953,"GEM-E3_V2021, EN_NPi2020_600"
AUS,2035,C2,118.4844207763672,432.9234900621424,401.7550621613383,"GEM-E3_V2021, EN_NPi2020_500f"
AUS,2035,C2,118.4844207763672,432.9234900621424,182.9200897216797,"POLES ENGAGE, EN_INDCi2030_400f"
AUS,2035,C2,118.4844207763672,432.9234900621424,381.6910498434455,"GEM-E3_V2021, EN_INDCi2030_600f"
