iso3,year,past_ghg_net,ndc_low,ndc_high,ndc35pt_low,ndc35pt_high,ndc30pt_low,ndc30pt_high,nz_year,peak_net_ghg,s2z_pk_low,s2z_pk_high,s2z_ndc30_low,s2z_ndc30_high,s2z_latest,nz_ghg,ndc35_base
BRA,2033,,990.4896732468042,1110.489673246804,,,,,,,1328.976029239129,1328.976029239129,1021.040555649452,1021.040555649452,1305.171579374408,,
BRA,2034,,920.2448366234021,1080.244836623402,,,,,,,1250.800968695665,1250.800968695665,960.9793464935938,960.9793464935938,1228.396780587675,,
BRA,2035,,850,1050,850,1050,,,,,1172.625908152171,1172.625908152171,900.9181373377505,900.9181373377505,1151.621981800941,,
BRA,2036,,,,,,,,,,1094.450847608707,1094.450847608707,840.8569281819073,840.8569281819073,1074.847183014208,,
BRA,2037,,,,,,,,,,1016.275787065213,1016.275787065213,780.7957190260495,780.7957190260495,998.0723842274747,,
BRA,2038,,,,,,,,,,938.1007265217486,938.1007265217486,720.7345098702062,720.7345098702062,921.2975854407705,,
BRA,2039,,,,,,,,,,859.925665978255,859.925665978255,660.6733007143484,660.6733007143484,844.5227866540372,,
BRA,2040,,,,,,,,,,781.7506054347905,781.7506054347905,600.6120915585052,600.6120915585052,767.7479878673039,,
BRA,2041,,,,,,,,,,703.5755448912969,703.5755448912969,540.5508824026474,540.5508824026474,690.9731890805706,,
BRA,2042,,,,,,,,,,625.4004843478324,625.4004843478324,480.4896732468042,480.4896732468042,614.1983902938373,,
BRA,2043,,,,,,,,,,547.2254238043388,547.2254238043388,420.4284640909464,420.4284640909464,537.423591507104,,
BRA,2044,,,,,,,,,,469.0503632608743,469.0503632608743,360.3672549351031,360.3672549351031,460.6487927203707,,
BRA,2045,,,,,,,,,,390.8753027173807,390.8753027173807,300.3060457792453,300.3060457792453,383.8739939336665,,
BRA,2046,,,,,,,,,,312.7002421739162,312.7002421739162,240.2448366234021,240.2448366234021,307.0991951469332,,
BRA,2047,,,,,,,,,,234.5251816304226,234.5251816304226,180.1836274675443,180.1836274675443,230.3243963601999,,
BRA,2048,,,,,,,,,,156.3501210869581,156.3501210869581,120.122418311701,120.122418311701,153.5495975734666,,
BRA,2049,,,,,,,,,,78.1750605434936,78.1750605434936,60.0612091558578,60.0612091558578,76.7747987867333,,
BRA,2050,,,,,,,,2050,,0,0,0,0,0,0,
BRB,2008,1.9785,1.9785,1.9785,,,,,,1.9785,1.9785,1.9785,,,1.9785,,1.9785
BRB,2009,,1.945077272727275,1.956775227272722,,,,,,,1.916671875000006,1.916671875000006,,,1.916671875000006,,
BRB,2010,,1.911654545454539,1.935050454545447,,,,,,,1.854843750000001,1.854843750000001,,,1.854843750000001,,
BRB,2011,,1.878231818181817,1.913325681818179,,,,,,,1.793015624999995,1.793015624999995,,,1.793015624999995,,
BRB,2012,,1.844809090909095,1.891600909090904,,,,,,,1.731187500000004,1.731187500000004,,,1.731187500000004,,
BRB,2013,,1.811386363636359,1.869876136363629,,,,,,,1.669359374999999,1.669359374999999,,,1.669359374999999,,
BRB,2014,,1.777963636363637,1.848151363636362,,,,,,,1.607531249999994,1.607531249999994,,,1.607531249999994,,
BRB,2015,,1.744540909090915,1.826426590909087,,,,,,,1.545703125000003,1.545703125000003,,,1.545703125000003,,
BRB,2016,,1.711118181818179,1.804701818181812,,,,,,,1.483874999999998,1.483874999999998,,,1.483874999999998,,
BRB,2017,,1.677695454545457,1.782977045454537,,,,,,,1.422046875000007,1.422046875000007,,,1.422046875000007,,
BRB,2018,,1.644272727272721,1.761252272727269,,,,,,,1.360218750000001,1.360218750000001,,,1.360218750000001,,
BRB,2019,,1.610849999999999,1.739527499999994,,,,,,,1.298390624999996,1.298390624999996,,,1.298390624999996,,
BRB,2020,,1.577427272727277,1.717802727272719,,,,,,,1.236562500000005,1.236562500000005,,,1.236562500000005,,
BRB,2021,,1.544004545454541,1.696077954545451,,,,,,,1.174734375,1.174734375,,,1.174734375,,
BRB,2022,,1.510581818181819,1.674353181818176,,,,,,,1.112906249999995,1.112906249999995,,,1.112906249999995,,
BRB,2023,,1.477159090909083,1.652628409090902,,,,,,,1.051078125000004,1.051078125000004,,,1.051078125000004,,
BRB,2024,,1.443736363636361,1.630903636363634,,,,,,,.9892499999999984,.9892499999999984,,,.9892499999999984,,
BRB,2025,,1.410313636363639,1.609178863636359,,,,,,,.9274218750000074,.9274218750000074,,,.9274218750000074,,
BRB,2026,,1.376890909090903,1.587454090909084,,,,,,,.8655937500000022,.8655937500000022,,,.8655937500000022,,
BRB,2027,,1.343468181818182,1.565729318181816,,,,,,,.8037656249999969,.8037656249999969,,,.8037656249999969,,
BRB,2028,,1.31004545454546,1.544004545454541,,,,,,,.7419375000000059,.7419375000000059,,,.7419375000000059,,
BRB,2029,,1.276622727272724,1.522279772727266,,,,,,,.6801093750000007,.6801093750000007,,,.6801093750000007,,
BRB,2030,,1.2432,1.500555,,,1.2432,1.500555,,,.6182812499999955,.6182812499999955,1.2432,1.500555,.6182812499999955,,
BRB,2031,,1.21416,1.481679,,,,,,,.5564531250000044,.5564531250000044,1.11887999999999,1.350499500000012,.5564531250000044,,
BRB,2032,,1.185120000000005,1.462803000000001,,,,,,,.4946249999999992,.4946249999999992,.994560000000007,1.200444000000005,.4946249999999992,,
BRB,2033,,1.156080000000003,1.443927000000002,,,,,,,.432796874999994,.432796874999994,.8702399999999955,1.050388499999997,.432796874999994,,
BRB,2034,,1.127040000000001,1.425050999999996,,,,,,,.370968750000003,.370968750000003,.7459199999999839,.9003329999999892,.370968750000003,,
BRB,2035,,1.098,1.406175,1.098,1.406175,,,,,.3091406249999977,.3091406249999977,.6216000000000008,.7502774999999815,.3091406249999977,,
BRB,2036,,,,,,,,,,.2473125000000067,.2473125000000067,.4972799999999893,.6002219999999738,.2473125000000067,,
BRB,2037,,,,,,,,,,.1854843750000015,.1854843750000015,.3729600000000062,.450166500000023,.1854843750000015,,
BRB,2038,,,,,,,,,,.1236562499999962,.1236562499999962,.2486399999999946,.3001110000000153,.1236562499999962,,
BRB,2039,,,,,,,,,,.0618281250000052,.0618281250000052,.1243199999999831,.1500555000000077,.0618281250000052,,
BRB,2040,,,,,,,,2040,,0,0,0,0,0,0,
BRN,1990,7.335380744924035,,,,,,,,,,,,,,,
BRN,1991,7.958577726391534,,,,,,,,,,,,,,,
BRN,1992,7.603898205163109,,,,,,,,,,,,,,,
BRN,1993,7.679182707975412,,,,,,,,,,,,,,,
BRN,1994,7.313202488116926,,,,,,,,,,,,,,,
BRN,1995,7.546154958782425,,,,,,,,,,,,,,,
BRN,1996,7.560962213377173,,,,,,,,,,,,,,,
BRN,1997,7.722703585726451,,,,,,,,,,,,,,,
BRN,1998,7.197278168686027,,,,,,,,,,,,,,,
BRN,1999,7.541864710821024,,,,,,,,,,,,,,,
BRN,2000,6.879445773302502,,,,,,,,,,,,,,,
BRN,2001,6.967036931293538,,,,,,,,,,,,,,,
BRN,2002,6.250634517387385,,,,,,,,,,,,,,,
BRN,2003,7.253774860836743,,,,,,,,,,,,,,,
BRN,2004,7.339500277939103,,,,,,,,,,,,,,,
BRN,2005,7.064601705906862,,,,,,,,,,,,,,,
BRN,2006,8.097577246054286,,,,,,,,,,,,,,,
BRN,2007,8.293523112362665,,,,,,,,,,,,,,,
BRN,2008,8.728357933460586,,,,,,,,,,,,,,,
BRN,2009,6.37478301950148,,,,,,,,,,,,,,,
BRN,2010,6.665913212,,,,,,,,,,,,,,,
BRN,2011,6.630959365,,,,,,,,,,,,,,,
BRN,2012,7.119017884,,,,,,,,,,,,,,,
BRN,2013,5.593173353999999,,,,,,,,,,,,,,,
BRN,2014,7.383204053,,,,,,,,,,,,,,,
BRN,2015,7.561248081,,,,,,,,,,,,,,,10.24
BRN,2016,8.171805692,,,,,,,,,,,,,,,
BRN,2017,6.685115609,,,,,,,,,,,,,,,
BRN,2018,6.907654333,,,,,,,,,,,,,,,
BRN,2019,8.089793938,,,,,,,,,,,,,,,
BRN,2020,10.94167267,,,,,,,,10.94167267,10.94167267,10.94167267,,,,,
BRN,2021,10.63222206,,,,,,,,,10.57695024766667,10.57695024766667,,,,,
BRN,2022,9.048352959000001,,,,,,,,,10.21222782533334,10.21222782533334,,,,,
BRN,2023,10.35210842917061,,,,,,,,,9.847505403000014,9.847505403000014,,,,,
BRN,2024,10.16585182440379,10.16585182440379,10.16585182440379,,,,,,,9.482782980666684,9.482782980666684,,,10.16585182440379,,
BRN,2025,,11.48168347673072,12.04168347673112,,,,,,,9.118060558333354,9.118060558333354,,,9.774857523465244,,
BRN,2026,,12.79751512905796,13.91751512905785,,,,,,,8.753338136000025,8.753338136000025,,,9.383863222526657,,
BRN,2027,,14.11334678138473,15.79334678138503,,,,,,,8.388615713666695,8.388615713666695,,,8.992868921588069,,
BRN,2028,,15.42917843371151,17.66917843371175,,,,,,,8.023893291333366,8.023893291333366,,,8.601874620649482,,
BRN,2029,,16.74501008603875,19.54501008603847,,,,,,,7.659170869000036,7.659170869000036,,,8.210880319710782,,
BRN,2030,,18.06084173836553,21.42084173836565,,,,,,,7.294448446666706,7.294448446666706,,,7.819886018772195,,
BRN,2031,,19.3766733906923,23.29667339069238,,,,,,,6.929726024333377,6.929726024333377,,,7.428891717833608,,
BRN,2032,,20.69250504301954,25.17250504301956,,,,,,,6.565003602000047,6.565003602000047,,,7.037897416895021,,
BRN,2033,,22.00833669534632,27.04833669534628,,,,,,,6.200281179666604,6.200281179666604,,,6.646903115956434,,
BRN,2034,,23.32416834767309,28.92416834767346,,,,,,,5.835558757333274,5.835558757333274,,,6.255908815017733,,
BRN,2035,,24.64,30.8,24.64,30.8,,,,,5.470836334999944,5.470836334999944,,,5.864914514079146,,
BRN,2036,,,,,,,,,,5.106113912666615,5.106113912666615,,,5.473920213140559,,
BRN,2037,,,,,,,,,,4.741391490333285,4.741391490333285,,,5.082925912201972,,
BRN,2038,,,,,,,,,,4.376669067999956,4.376669067999956,,,4.691931611263385,,
BRN,2039,,,,,,,,,,4.011946645666626,4.011946645666626,,,4.300937310324798,,
BRN,2040,,,,,,,,,,3.647224223333296,3.647224223333296,,,3.909943009386097,,
BRN,2041,,,,,,,,,,3.282501800999967,3.282501800999967,,,3.51894870844751,,
BRN,2042,,,,,,,,,,2.917779378666637,2.917779378666637,,,3.127954407508923,,
BRN,2043,,,,,,,,,,2.553056956333307,2.553056956333307,,,2.736960106570336,,
BRN,2044,,,,,,,,,,2.188334533999978,2.188334533999978,,,2.345965805631749,,
BRN,2045,,,,,,,,,,1.823612111666648,1.823612111666648,,,1.954971504693162,,
BRN,2046,,,,,,,,,,1.458889689333319,1.458889689333319,,,1.563977203754462,,
BRN,2047,,,,,,,,,,1.094167266999989,1.094167266999989,,,1.172982902815875,,
BRN,2048,,,,,,,,,,.7294448446666593,.7294448446666593,,,.7819886018772877,,
BRN,2049,,,,,,,,,,.3647224223333296,.3647224223333296,,,.3909943009387007,,
BRN,2050,,,,,,,,2050,,0,0,,,0,0,
BTN,2019,-10.57864961,,,,,,,,,,,,,,,
BTN,2020,-9.951635198,,,,,,,,,,,,,,,
BTN,2021,-10.23320962,,,,,,,,,,,,,,,
BTN,2022,-9.932405429000001,-9.932405429000001,-9.932405429000001,,,,,,,,,,,,,
BTN,2035,,-2.292,-2.292,-2.292,-2.292,,,,,,,,,,,
BTN,2050,,,,,,,,2050,,,,,,0,0,
CAF,2010,-76.42613188543001,,,,,,,,,,,,,,,
CAF,2022,-55.372,,,,,,,,,,,,,,,
CAN,1990,656.2398199999999,,,,,,,,,,,,,,,
CAN,1991,646.24308,,,,,,,,,,,,,,,
CAN,1992,674.9854399999999,,,,,,,,,,,,,,,
CAN,1993,692.2406500000001,,,,,,,,,,,,,,,
CAN,1994,700.6670799999999,,,,,,,,,,,,,,,
CAN,1995,729.0158100000001,,,,,,,,,,,,,,,
CAN,1996,740.7888799999999,,,,,,,,,,,,,,,
CAN,1997,753.31657,,,,,,,,,,,,,,,
CAN,1998,752.19523,,,,,,,,,,,,,,,
CAN,1999,767.1331700000001,,,,,,,,,,,,,,,
CAN,2000,800.62238,,,,,,,,,,,,,,,
CAN,2001,775.59306,,,,,,,,,,,,,,,
CAN,2002,813.9578399999999,,,,,,,,,,,,,,,
CAN,2003,829.22463,,,,,,,,829.22463,829.22463,829.22463,,,,,
CAN,2004,826.5514899999999,,,,,,,,,811.5815527659579,811.5815527659579,,,,,
CAN,2005,824.6922099999999,,,,,,,,,793.9384755319188,793.9384755319188,,,,,758.7190899560879
CAN,2006,802.7588900000001,,,,,,,,,776.2953982978725,776.2953982978725,,,,,
CAN,2007,819.61063,,,,,,,,,758.6523210638334,758.6523210638334,,,,,
CAN,2008,798.39657,,,,,,,,,741.009243829787,741.009243829787,,,,,
CAN,2009,725.7010259,,,,,,,,,723.3661665957479,723.3661665957479,,,,,
CAN,2010,768.3616125999999,,,,,,,,,705.7230893617016,705.7230893617016,,,,,
CAN,2011,781.8774070999999,,,,,,,,,688.0800121276625,688.0800121276625,,,,,
CAN,2012,769.9533273999999,,,,,,,,,670.4369348936161,670.4369348936161,,,,,
CAN,2013,781.6026853999999,,,,,,,,,652.793857659577,652.793857659577,,,,,
CAN,2014,755.4842474,,,,,,,,,635.1507804255307,635.1507804255307,,,,,
CAN,2015,787.6345103,,,,,,,,,617.5077031914916,617.5077031914916,,,,,
CAN,2016,753.6703831,,,,,,,,,599.8646259574452,599.8646259574452,,,,,
CAN,2017,758.8137421,,,,,,,,,582.2215487234062,582.2215487234062,,,,,
CAN,2018,771.0763297999999,,,,,,,,,564.5784714893598,564.5784714893598,,,,,
CAN,2019,761.9371583,,,,,,,,,546.9353942553207,546.9353942553207,,,,,
CAN,2020,707.2892879999999,,,,,,,,,529.2923170212744,529.2923170212744,,,,,
CAN,2021,708.3442213,,,,,,,,,511.6492397872353,511.6492397872353,,,,,
CAN,2022,750.6973415,,,,,,,,,494.0061625531889,494.0061625531889,,,,,
CAN,2023,698.0843103,,,,,,,,,476.3630853191498,476.3630853191498,,,,,
CAN,2024,711.0067199773538,711.0067199773538,711.0067199773538,,,,,,,458.7200080851035,458.7200080851035,,,711.0067199773538,,
CAN,2025,,662.0548498977878,668.3775089811243,,,,,,,441.0769308510644,441.0769308510644,,,683.660307670536,,
CAN,2026,,613.1029798182281,625.748297984901,,,,,,,423.433853617018,423.433853617018,,,656.3138953637099,,
CAN,2027,,564.1511097386683,583.1190869886632,,,,,,,405.7907763829789,405.7907763829789,,,628.9674830568911,,
CAN,2028,,515.1992396591086,540.4898759924399,,,,,,,388.1476991489399,388.1476991489399,,,601.6210707500722,,
CAN,2029,,466.2473695795488,497.8606649962167,,,,,,,370.5046219148935,370.5046219148935,,,574.2746584432462,,
CAN,2030,,417.2954995,455.2314539999999,,,417.2954995,455.2314539999999,,,352.8615446808544,352.8615446808544,417.2954995,455.2314539999999,546.9282461364273,,
CAN,2031,,409.7083085956092,447.6442630951715,,,,,,,335.2184674468081,335.2184674468081,396.4307245249947,432.4698812999995,519.5818338296085,,
CAN,2032,,402.1211176912184,440.0570721903405,,,,,,,317.575390212769,317.575390212769,375.5659495499931,409.7083086000057,492.2354215227824,,
CAN,2033,,394.5339267868258,432.4698812855095,,,,,,,299.9323129787226,299.9323129787226,354.7011745749987,386.9467359000046,464.8890092159636,,
CAN,2034,,386.946735882435,424.8826903806803,,,,,,,282.2892357446835,282.2892357446835,333.8363995999971,364.1851632000034,437.5425969091448,,
CAN,2035,,379.359544978044,417.2954994758484,379.359544978044,417.2954994758484,,,,,264.6461585106372,264.6461585106372,312.9716246249955,341.4235905000023,410.1961846023187,,
CAN,2036,,,,,,,,,,247.0030812765981,247.0030812765981,292.1068496499938,318.6620178000012,382.8497722954999,,
CAN,2037,,,,,,,,,,229.3600040425517,229.3600040425517,271.2420746749995,295.9004451000001,355.503359988681,,
CAN,2038,,,,,,,,,,211.7169268085127,211.7169268085127,250.3772996999978,273.1388723999989,328.1569476818549,,
CAN,2039,,,,,,,,,,194.0738495744663,194.0738495744663,229.5125247249962,250.3772997000051,300.8105353750361,,
CAN,2040,,,,,,,,,,176.4307723404272,176.4307723404272,208.6477497499945,227.615727000004,273.4641230682173,,
CAN,2041,,,,,,,,,,158.7876951063809,158.7876951063809,187.7829747749929,204.8541543000028,246.1177107613912,,
CAN,2042,,,,,,,,,,141.1446178723418,141.1446178723418,166.9181997999985,182.0925816000017,218.7712984545724,,
CAN,2043,,,,,,,,,,123.5015406382954,123.5015406382954,146.0534248249969,159.3310089000006,191.4248861477536,,
CAN,2044,,,,,,,,,,105.8584634042563,105.8584634042563,125.1886498499953,136.5694361999995,164.0784738409275,,
CAN,2045,,,,,,,,,,88.21538617020997,88.21538617020997,104.3238748749936,113.8078635000056,136.7320615341087,,
CAN,2046,,,,,,,,,,70.57230893617088,70.57230893617088,83.45909989999927,91.0462908000045,109.3856492272898,,
CAN,2047,,,,,,,,,,52.92923170212453,52.92923170212453,62.59432492499764,68.28471810000337,82.03923692046374,,
CAN,2048,,,,,,,,,,35.28615446808544,35.28615446808544,41.729549949996,45.52314540000225,54.69282461364492,,
CAN,2049,,,,,,,,,,17.64307723404636,17.64307723404636,20.86477497499436,22.76157270000112,27.3464123068261,,
CAN,2050,,,,,,,,2050,,0,0,0,0,0,0,
CHE,1990,52.18515992,,,,,,,,,,,,,,,52.18515992
CHE,1991,49.86798496999999,,,,,,,,,,,,,,,
CHE,1992,51.76308269,,,,,,,,,,,,,,,
CHE,1993,48.58135876,,,,,,,,,,,,,,,
CHE,1994,50.91379018000001,,,,,,,,,,,,,,,
CHE,1995,49.58200274,,,,,,,,,,,,,,,
CHE,1996,46.87417783999999,,,,,,,,,,,,,,,
CHE,1997,48.98709719999999,,,,,,,,,,,,,,,
CHE,1998,51.11212296999999,,,,,,,,,,,,,,,
CHE,1999,53.12359524,,,,,,,,,,,,,,,
CHE,2000,57.78834865,,,,,,,,57.78834865,57.78834865,57.78834865,,,,,
CHE,2001,55.23589398999999,,,,,,,,,56.63258167699996,56.63258167699996,,,,,
CHE,2002,51.14031493,,,,,,,,,55.47681470399993,55.47681470399993,,,,,
CHE,2003,52.83772326,,,,,,,,,54.32104773099991,54.32104773099991,,,,,
CHE,2004,50.65028127,,,,,,,,,53.16528075799988,53.16528075799988,,,,,
CHE,2005,53.76131069,,,,,,,,,52.00951378499985,52.00951378499985,,,,,
CHE,2006,55.21488519,,,,,,,,,50.85374681199983,50.85374681199983,,,,,
CHE,2007,52.31744113,,,,,,,,,49.69797983900025,49.69797983900025,,,,,
CHE,2008,53.38947318,,,,,,,,,48.54221286600023,48.54221286600023,,,,,
CHE,2009,51.51269349,,,,,,,,,47.3864458930002,47.3864458930002,,,,,
CHE,2010,53.16364555,,,,,,,,,46.23067892000017,46.23067892000017,,,,,
CHE,2011,47.86944465,,,,,,,,,45.07491194700015,45.07491194700015,,,,,
CHE,2012,52.18901424,,,,,,,,,43.91914497400012,43.91914497400012,,,,,
CHE,2013,53.21218162,,,,,,,,,42.76337800100009,42.76337800100009,,,,,
CHE,2014,45.50558099000001,,,,,,,,,41.60761102800006,41.60761102800006,,,,,
CHE,2015,50.16849926,,,,,,,,,40.45184405500004,40.45184405500004,,,,,
CHE,2016,46.1452724,,,,,,,,,39.29607708200001,39.29607708200001,,,,,
CHE,2017,46.63344345,,,,,,,,,38.14031010899998,38.14031010899998,,,,,
CHE,2018,48.03034153,,,,,,,,,36.98454313599996,36.98454313599996,,,,,
CHE,2019,43.51844891,,,,,,,,,35.82877616299993,35.82877616299993,,,,,
CHE,2020,42.81728613999999,,,,,,,,,34.6730091899999,34.6730091899999,,,,,
CHE,2021,44.96897237,,,,,,,,,33.51724221699988,33.51724221699988,,,,,
CHE,2022,40.37095111,,,,,,,,,32.36147524399985,32.36147524399985,,,,,
CHE,2023,42.05260309,,,,,,,,,31.20570827100028,31.20570827100028,,,,,
CHE,2024,40.29618908624096,40.29618908624096,40.29618908624096,,,,,,,30.04994129800025,30.04994129800025,,,40.29618908624096,,
CHE,2025,,37.9218242385341,37.9218242385341,,,,,,,28.89417432500022,28.89417432500022,,,38.74633565984732,,
CHE,2026,,35.54745939082659,35.54745939082659,,,,,,,27.73840735200019,27.73840735200019,,,37.19648223345348,,
CHE,2027,,33.17309454311999,33.17309454311999,,,,,,,26.58264037900017,26.58264037900017,,,35.64662880705964,,
CHE,2028,,30.79872969541339,30.79872969541339,,,,,,,25.42687340600014,25.42687340600014,,,34.0967753806658,,
CHE,2029,,28.42436484770678,28.42436484770678,,,,,,,24.27110643300011,24.27110643300011,,,32.54692195427197,,
CHE,2030,,26.05,26.05,,,26.05,26.05,,,23.11533946000009,23.11533946000009,26.05,26.05,30.99706852787813,,
CHE,2031,,24.49296119439987,24.49296119439987,,,,,,,21.95957248700006,21.95957248700006,24.74749999999995,24.74749999999995,29.44721510148429,,
CHE,2032,,22.93592238880001,22.93592238880001,,,,,,,20.80380551400003,20.80380551400003,23.44500000000016,23.44500000000016,27.89736167509045,,
CHE,2033,,21.37888358320015,21.37888358320015,,,,,,,19.64803854100001,19.64803854100001,22.14249999999993,22.14249999999993,26.34750824869616,,
CHE,2034,,19.82184477759984,19.82184477759984,,,,,,,18.49227156799998,18.49227156799998,20.84000000000015,20.84000000000015,24.79765482230232,,
CHE,2035,,18.264805972,18.264805972,18.264805972,18.264805972,,,,,17.33650459499995,17.33650459499995,19.53749999999991,19.53749999999991,23.24780139590848,,
CHE,2036,,,,,,,,,,16.18073762199992,16.18073762199992,18.23500000000013,18.23500000000013,21.69794796951464,,
CHE,2037,,,,,,,,,,15.0249706489999,15.0249706489999,16.93249999999989,16.93249999999989,20.14809454312081,,
CHE,2038,,,,,,,,,,13.86920367599987,13.86920367599987,15.63000000000011,15.63000000000011,18.59824111672697,,
CHE,2039,,,,,,,,,,12.71343670299984,12.71343670299984,14.32749999999987,14.32749999999987,17.04838769033313,,
CHE,2040,,,,,,,,,,11.55766973000027,11.55766973000027,13.02500000000009,13.02500000000009,15.49853426393929,,
CHE,2041,,,,,,,,,,10.40190275700024,10.40190275700024,11.72249999999985,11.72249999999985,13.94868083754545,,
CHE,2042,,,,,,,,,,9.246135784000217,9.246135784000217,10.42000000000007,10.42000000000007,12.39882741115161,,
CHE,2043,,,,,,,,,,8.090368811000189,8.090368811000189,9.117499999999836,9.117499999999836,10.84897398475732,,
CHE,2044,,,,,,,,,,6.934601838000162,6.934601838000162,7.815000000000055,7.815000000000055,9.299120558363484,,
CHE,2045,,,,,,,,,,5.778834865000135,5.778834865000135,6.512499999999818,6.512499999999818,7.749267131969646,,
CHE,2046,,,,,,,,,,4.623067892000108,4.623067892000108,5.210000000000036,5.210000000000036,6.199413705575807,,
CHE,2047,,,,,,,,,,3.467300919000081,3.467300919000081,3.9074999999998,3.9074999999998,4.649560279181969,,
CHE,2048,,,,,,,,,,2.311533946000054,2.311533946000054,2.605000000000018,2.605000000000018,3.099706852788131,,
CHE,2049,,,,,,,,,,1.155766973000027,1.155766973000027,1.302500000000236,1.302500000000236,1.549853426394293,,
CHE,2050,,,,,,,,2050,,0,0,0,0,0,0,
CHL,1990,-35.57781689999999,,,,,,,,,,,,,,,
CHL,1991,-31.37764577,,,,,,,,,,,,,,,
CHL,1992,-29.70043394,,,,,,,,,,,,,,,
CHL,1993,-26.41067866,,,,,,,,,,,,,,,
CHL,1994,-23.45791439,,,,,,,,,,,,,,,
CHL,1995,-18.29415857,,,,,,,,,,,,,,,
CHL,1996,-11.24673984,,,,,,,,,,,,,,,
CHL,1997,-7.405706746,,,,,,,,,,,,,,,
CHL,1998,12.77336939,,,,,,,,,,,,,,,
CHL,1999,2.204080459,,,,,,,,,,,,,,,
CHL,2000,-7.93112136,,,,,,,,,,,,,,,
CHL,2001,-10.22280692,,,,,,,,,,,,,,,
CHL,2002,5.73630103,,,,,,,,,,,,,,,
CHL,2003,-5.476205826999999,,,,,,,,,,,,,,,
CHL,2004,5.822756481000001,,,,,,,,,,,,,,,
CHL,2005,8.213159308,,,,,,,,,,,,,,,
CHL,2006,8.470974174999998,,,,,,,,,,,,,,,
CHL,2007,29.91718291,,,,,,,,,,,,,,,
CHL,2008,33.28062112000001,,,,,,,,,,,,,,,
CHL,2009,26.30130618,,,,,,,,,,,,,,,
CHL,2010,19.98282972,,,,,,,,,,,,,,,
CHL,2011,28.22100898,,,,,,,,,,,,,,,
CHL,2012,40.21422447,,,,,,,,,,,,,,,
CHL,2013,33.34454847,,,,,,,,,,,,,,,
CHL,2014,33.63411074,,,,,,,,,,,,,,,
CHL,2015,51.99285653,,,,,,,,,,,,,,,
CHL,2016,41.4841459,,,,,,,,,,,,,,,
CHL,2017,121.6169135,,,,,,,,121.6169135,121.6169135,121.6169135,,,,,
CHL,2018,54.36719484,,,,,,,,,117.9315524848489,117.9315524848489,,,,,
CHL,2019,59.19347368,,,,,,,,,114.2461914696969,114.2461914696969,,,,,
CHL,2020,49.13535826,,,,,,,,,110.5608304545458,110.5608304545458,,,,,
CHL,2021,48.25516337000001,,,,,,,,,106.8754694393938,106.8754694393938,,,,,
CHL,2022,54.36985463,,,,,,,,,103.1901084242427,103.1901084242427,,,,,
CHL,2023,47.43053767722373,,,,,,,,,99.50474740909067,99.50474740909067,,,,,
CHL,2024,46.21952568546495,102.1082632523751,102.1082632523751,,,,,,,95.81938639393957,95.81938639393957,,,46.21952568546495,,
CHL,2025,,100.9235527103128,100.9235527103128,,,,,,,92.13402537878756,92.13402537878756,,,44.44185162063923,,
CHL,2026,,99.73884216825036,99.73884216825036,,,,,,,88.44866436363645,88.44866436363645,,,42.66417755581369,,
CHL,2027,,98.55413162618788,98.55413162618788,,,,,,,84.76330334848535,84.76330334848535,,,40.88650349098816,,
CHL,2028,,97.36942108412541,97.36942108412541,,,,,,,81.07794233333334,81.07794233333334,,,39.10882942616263,,
CHL,2029,,96.18471054206293,96.18471054206293,,,,,,,77.39258131818224,77.39258131818224,,,37.3311553613371,,
CHL,2030,,95,95,,,95,95,,,73.70722030303023,73.70722030303023,,,35.55348129651156,,
CHL,2031,,94,94,,,,,,,70.02185928787912,70.02185928787912,,,33.77580723168603,,
CHL,2032,,93,93,,,,,,,66.33649827272711,66.33649827272711,,,31.99813316686004,,
CHL,2033,,92,92,,,,,,,62.65113725757601,62.65113725757601,,,30.22045910203451,,
CHL,2034,,91,91,,,,,,,58.965776242424,58.965776242424,,,28.44278503720898,,
CHL,2035,,90,90,90,90,,,,,55.2804152272729,55.2804152272729,,,26.66511097238345,,
CHL,2036,,,,,,,,,,51.59505421212089,51.59505421212089,,,24.88743690755791,,
CHL,2037,,,,,,,,,,47.90969319696978,47.90969319696978,,,23.10976284273238,,
CHL,2038,,,,,,,,,,44.22433218181868,44.22433218181868,,,21.33208877790685,,
CHL,2039,,,,,,,,,,40.53897116666667,40.53897116666667,,,19.55441471308131,,
CHL,2040,,,,,,,,,,36.85361015151557,36.85361015151557,,,17.77674064825578,,
CHL,2041,,,,,,,,,,33.16824913636356,33.16824913636356,,,15.99906658343025,,
CHL,2042,,,,,,,,,,29.48288812121245,29.48288812121245,,,14.22139251860472,,
CHL,2043,,,,,,,,,,25.79752710606044,25.79752710606044,,,12.44371845377873,,
CHL,2044,,,,,,,,,,22.11216609090934,22.11216609090934,,,10.6660443889532,,
CHL,2045,,,,,,,,,,18.42680507575733,18.42680507575733,,,8.888370324127663,,
CHL,2046,,,,,,,,,,14.74144406060623,14.74144406060623,,,7.110696259302131,,
CHL,2047,,,,,,,,,,11.05608304545422,11.05608304545422,,,5.333022194476598,,
CHL,2048,,,,,,,,,,7.370722030303114,7.370722030303114,,,3.555348129651065,,
CHL,2049,,,,,,,,,,3.685361015152012,3.685361015152012,,,1.777674064825533,,
CHL,2050,,,,,,,,2050,,0,0,,,0,0,
