iso3,year,past_ghg_net,ndc_low,ndc_high,ndc35pt_low,ndc35pt_high,ndc30pt_low,ndc30pt_high,nz_year,peak_net_ghg,s2z_pk_low,s2z_pk_high,s2z_ndc30_low,s2z_ndc30_high,s2z_latest,nz_ghg,ndc35_base
ABW,1990,.50707764,,,,,,,,,,,,,,,
ABW,1991,.55240647,,,,,,,,,,,,,,,
ABW,1992,.56057985,,,,,,,,,,,,,,,
ABW,1993,.67142295,,,,,,,,,,,,,,,
ABW,1994,.6837977399999999,,,,,,,,,,,,,,,
ABW,1995,.73247926,,,,,,,,,,,,,,,
ABW,1996,.74920448,,,,,,,,,,,,,,,
ABW,1997,.78536852,,,,,,,,,,,,,,,
ABW,1998,.8339806599999999,,,,,,,,,,,,,,,
ABW,1999,.83809156,,,,,,,,,,,,,,,
ABW,2000,2.4558868,,,,,,,,,,,,,,,
ABW,2001,2.4852905,,,,,,,,,,,,,,,
ABW,2002,2.5149108,,,,,,,,,,,,,,,
ABW,2003,2.6442825,,,,,,,,,,,,,,,
ABW,2004,2.7062036,,,,,,,,,,,,,,,
ABW,2005,2.8102364,,,,,,,,,,,,,,,
ABW,2006,2.7792926,,,,,,,,,,,,,,,
ABW,2007,2.8868498,,,,,,,,,,,,,,,
ABW,2008,2.7180586,,,,,,,,,,,,,,,
ABW,2009,2.6856444,,,,,,,,,,,,,,,
ABW,2010,2.5549496,,,,,,,,,,,,,,,
ABW,2011,2.5501568,,,,,,,,,,,,,,,
ABW,2012,1.3812517,,,,,,,,,,,,,,,
ABW,2013,.89292102,,,,,,,,,,,,,,,
ABW,2014,.90285078,,,,,,,,,,,,,,,
ABW,2015,.9287365200000001,,,,,,,,,,,,,,,
ABW,2016,.91475465,,,,,,,,,,,,,,,
ABW,2017,.92186693,,,,,,,,,,,,,,,
ABW,2018,.90356786,,,,,,,,,,,,,,,
ABW,2019,.92352493,,,,,,,,,,,,,,,
ABW,2020,.92098846,,,,,,,,,,,,,,,
ABW,2021,.93056569,,,,,,,,,,,,,,,
ABW,2022,.9407313,,,,,,,,,,,,,,,
ABW,2023,.94958548,,,,,,,,,,,,,,,
ABW,2024,.9924756,,,,,,,,,,,,,.9924756,,
AFG,2005,28.75909486,,,,,,,,,,,,,,,
AFG,2013,54.236,54.236,54.236,,,,,,,,,,,54.236,,
AFG,2030,,42.283296,42.283296,,,42.283296,42.283296,,,,,,,,,
AGO,1998,,,,,,,,,239.93384,,,,,,,
AGO,2019,222.029614,,,,,,,,,,,,,,,
AGO,2020,211.52788,211.52788,211.52788,,,,,,,,,,,211.52788,,211.52788
AGO,2030,,144.80448,178.74303,,,144.80448,178.74303,,,,,,,,,
AGO,2035,,189.013,200.951486,189.013,200.951486,,,,,,,,,,,
AIA,1990,.050033438,,,,,,,,,,,,,,,
AIA,1991,.050099412,,,,,,,,,,,,,,,
AIA,1992,.050170779,,,,,,,,,,,,,,,
AIA,1993,.057666775,,,,,,,,,,,,,,,
AIA,1994,.057904875,,,,,,,,,,,,,,,
AIA,1995,.061844303,,,,,,,,,,,,,,,
AIA,1996,.0655859,,,,,,,,,,,,,,,
AIA,1997,.065670815,,,,,,,,,,,,,,,
AIA,1998,.069303175,,,,,,,,,,,,,,,
AIA,1999,.069251077,,,,,,,,,,,,,,,
AIA,2000,.080295446,,,,,,,,,,,,,,,
AIA,2001,.087615511,,,,,,,,,,,,,,,
AIA,2002,.087516033,,,,,,,,,,,,,,,
AIA,2003,.091333723,,,,,,,,,,,,,,,
AIA,2004,.10590433,,,,,,,,,,,,,,,
AIA,2005,.11331831,,,,,,,,,,,,,,,
AIA,2006,.12434247,,,,,,,,,,,,,,,
AIA,2007,.12800415,,,,,,,,,,,,,,,
AIA,2008,.12829003,,,,,,,,,,,,,,,
AIA,2009,.12797864,,,,,,,,,,,,,,,
AIA,2010,.13546706,,,,,,,,,,,,,,,
AIA,2011,.12821257,,,,,,,,,,,,,,,
AIA,2012,.12457479,,,,,,,,,,,,,,,
AIA,2013,.12101047,,,,,,,,,,,,,,,
AIA,2014,.12470157,,,,,,,,,,,,,,,
AIA,2015,.14305147,,,,,,,,,,,,,,,
AIA,2016,.14312283,,,,,,,,,,,,,,,
AIA,2017,.13215403,,,,,,,,,,,,,,,
AIA,2018,.13578706,,,,,,,,,,,,,,,
AIA,2019,.15045852,,,,,,,,,,,,,,,
AIA,2020,.14669016,,,,,,,,,,,,,,,
AIA,2021,.14804278,,,,,,,,,,,,,,,
AIA,2022,.14963484,,,,,,,,,,,,,,,
AIA,2023,.15102448,,,,,,,,,,,,,,,
AIA,2024,.15792671,,,,,,,,,,,,,.15792671,,
ALB,2030,,11.978,11.978,,,11.978,11.978,,,,,,,,,
AND,1990,.17379,,,,,,,,,,,,,,,
AND,1995,.22247,,,,,,,,,,,,,,,
AND,2000,.32159,,,,,,,,,,,,,,,
AND,2005,.37073,,,,,,,,.37073,.37073,.37073,,,,,.37
AND,2006,,,,,,,,,,.3624915555555539,.3624915555555539,,,,,
AND,2007,,,,,,,,,,.3542531111111096,.3542531111111096,,,,,
AND,2008,,,,,,,,,,.3460146666666652,.3460146666666652,,,,,
AND,2009,,,,,,,,,,.3377762222222209,.3377762222222209,,,,,
AND,2010,.31187,,,,,,,,,.3295377777777766,.3295377777777766,,,,,
AND,2011,.28832,,,,,,,,,.3212993333333323,.3212993333333323,,,,,
AND,2012,.28613,,,,,,,,,.3130608888888879,.3130608888888879,,,,,
AND,2013,.28048,,,,,,,,,.3048224444444436,.3048224444444436,,,,,
AND,2014,.26976,,,,,,,,,.2965839999999993,.2965839999999993,,,,,
AND,2015,.26664,,,,,,,,,.288345555555555,.288345555555555,,,,,
AND,2016,.26766,,,,,,,,,.2801071111111106,.2801071111111106,,,,,
AND,2017,.29413,,,,,,,,,.2718686666666663,.2718686666666663,,,,,
AND,2018,.32561,,,,,,,,,.263630222222222,.263630222222222,,,,,
AND,2019,.27565,,,,,,,,,.2553917777777777,.2553917777777777,,,,,
AND,2020,.18985,,,,,,,,,.2471533333333333,.2471533333333333,,,,,
AND,2021,.23074,.23074,.23074,,,,,,,.238914888888889,.238914888888889,,,.23074,,
AND,2022,,.2277133333333339,.2277133333333339,,,,,,,.2306764444444447,.2306764444444447,,,.2227834482758624,,
AND,2023,,.2246866666666669,.2246866666666669,,,,,,,.2224380000000004,.2224380000000004,,,.2148268965517239,,
AND,2024,,.22166,.22166,,,,,,,.214199555555556,.214199555555556,,,.2068703448275855,,
AND,2025,,.218633333333333,.218633333333333,,,,,,,.2059611111111117,.2059611111111117,,,.1989137931034506,,
AND,2026,,.2156066666666669,.2156066666666669,,,,,,,.1977226666666674,.1977226666666674,,,.1909572413793121,,
AND,2027,,.21258,.21258,,,,,,,.1894842222222231,.1894842222222231,,,.1830006896551737,,
AND,2028,,.209553333333333,.209553333333333,,,,,,,.1812457777777787,.1812457777777787,,,.1750441379310352,,
AND,2029,,.206526666666667,.206526666666667,,,,,,,.1730073333333344,.1730073333333344,,,.1670875862068968,,
AND,2030,,.2035,.2035,,,.2035,.2035,,,.1647688888888901,.1647688888888901,.2035,.2035,.1591310344827583,,
AND,2031,,.1901999999999973,.1901999999999973,,,,,,,.1565304444444457,.1565304444444457,.1933250000000015,.1933250000000015,.1511744827586234,,
AND,2032,,.1768999999999998,.1768999999999998,,,,,,,.1482920000000014,.1482920000000014,.1831500000000013,.1831500000000013,.143217931034485,,
AND,2033,,.1635999999999989,.1635999999999989,,,,,,,.1400535555555535,.1400535555555535,.172975000000001,.172975000000001,.1352613793103465,,
AND,2034,,.1502999999999979,.1502999999999979,,,,,,,.1318151111111092,.1318151111111092,.1628000000000007,.1628000000000007,.1273048275862081,,
AND,2035,,.137,.137,.137,.137,,,,,.1235766666666649,.1235766666666649,.1526250000000005,.1526250000000005,.1193482758620696,,
AND,2036,,,,,,,,,,.1153382222222206,.1153382222222206,.1424500000000002,.1424500000000002,.1113917241379312,,
AND,2037,,,,,,,,,,.1070997777777762,.1070997777777762,.1322749999999999,.1322749999999999,.1034351724137927,,
AND,2038,,,,,,,,,,.0988613333333319,.0988613333333319,.1220999999999997,.1220999999999997,.0954786206896578,,
AND,2039,,,,,,,,,,.0906228888888876,.0906228888888876,.1119249999999994,.1119249999999994,.0875220689655194,,
AND,2040,,,,,,,,,,.0823844444444433,.0823844444444433,.1017499999999991,.1017499999999991,.0795655172413809,,
AND,2041,,,,,,,,,,.0741459999999989,.0741459999999989,.0915749999999989,.0915749999999989,.0716089655172425,,
AND,2042,,,,,,,,,,.0659075555555546,.0659075555555546,.0814000000000021,.0814000000000021,.063652413793104,,
AND,2043,,,,,,,,,,.0576691111111103,.0576691111111103,.0712250000000019,.0712250000000019,.0556958620689656,,
AND,2044,,,,,,,,,,.049430666666666,.049430666666666,.0610500000000016,.0610500000000016,.0477393103448271,,
AND,2045,,,,,,,,,,.0411922222222216,.0411922222222216,.0508750000000013,.0508750000000013,.0397827586206922,,
AND,2046,,,,,,,,,,.0329537777777773,.0329537777777773,.0407000000000011,.0407000000000011,.0318262068965538,,
AND,2047,,,,,,,,,,.024715333333333,.024715333333333,.0305250000000008,.0305250000000008,.0238696551724153,,
AND,2048,,,,,,,,,,.0164768888888887,.0164768888888887,.0203500000000005,.0203500000000005,.0159131034482769,,
AND,2049,,,,,,,,,,.0082384444444443,.0082384444444443,.0101750000000003,.0101750000000003,.0079565517241384,,
AND,2050,,,,,,,,2050,,0,0,0,0,0,0,
ANT,1990,5.5996087,,,,,,,,,,,,,,,
ANT,1991,4.506551099999999,,,,,,,,,,,,,,,
ANT,1992,3.7809769,,,,,,,,,,,,,,,
ANT,1993,5.733022200000001,,,,,,,,,,,,,,,
ANT,1994,5.5109837,,,,,,,,,,,,,,,
ANT,1995,5.4568724,,,,,,,,,,,,,,,
ANT,1996,5.1221725,,,,,,,,,,,,,,,
ANT,1997,5.3734165,,,,,,,,,,,,,,,
ANT,1998,.55128545,,,,,,,,,,,,,,,
ANT,1999,2.3726293,,,,,,,,,,,,,,,
ANT,2000,5.8728464,,,,,,,,,,,,,,,
ANT,2001,5.9843816,,,,,,,,,,,,,,,
ANT,2002,5.759602299999999,,,,,,,,,,,,,,,
ANT,2003,5.7584729,,,,,,,,,,,,,,,
ANT,2004,6.044785299999999,,,,,,,,,,,,,,,
ANT,2005,5.9995159,,,,,,,,,,,,,,,
ANT,2006,6.232241699999999,,,,,,,,,,,,,,,
ANT,2007,6.9934168,,,,,,,,,,,,,,,
ANT,2008,6.742824499999999,,,,,,,,,,,,,,,
ANT,2009,6.871461500000001,,,,,,,,,,,,,,,
ANT,2010,4.7602032,,,,,,,,,,,,,,,
ANT,2011,6.0536646,,,,,,,,,,,,,,,
ANT,2012,7.310745,,,,,,,,,,,,,,,
ANT,2013,6.9693233,,,,,,,,,,,,,,,
ANT,2014,7.857123899999999,,,,,,,,,,,,,,,
ANT,2015,8.411089200000001,,,,,,,,,,,,,,,
ANT,2016,7.2745765,,,,,,,,,,,,,,,
ANT,2017,5.9713448,,,,,,,,,,,,,,,
ANT,2018,5.2806727,,,,,,,,,,,,,,,
ANT,2019,3.2005546,,,,,,,,,,,,,,,
ANT,2020,2.6989518,,,,,,,,,,,,,,,
ANT,2021,2.7281611,,,,,,,,,,,,,,,
ANT,2022,2.7610733,,,,,,,,,,,,,,,
ANT,2023,2.7863382,,,,,,,,,,,,,,,
ANT,2024,2.907698,,,,,,,,,,,,,2.907698,,
ARE,1990,56.12232764568478,,,,,,,,,,,,,,,
ARE,1991,60.64504862864026,,,,,,,,,,,,,,,
ARE,1992,62.57304594514354,,,,,,,,,,,,,,,
ARE,1993,70.24947002180831,,,,,,,,,,,,,,,
ARE,1994,71.59569578968464,,,,,,,,,,,,,,,
ARE,1995,72.1419903558361,,,,,,,,,,,,,,,
ARE,1996,77.47419739410195,,,,,,,,,,,,,,,
ARE,1997,79.70471577333468,,,,,,,,,,,,,,,
ARE,1998,87.15555210902927,,,,,,,,,,,,,,,
ARE,1999,86.76319368272046,,,,,,,,,,,,,,,
ARE,2000,117.9620002660658,,,,,,,,,,,,,,,
ARE,2001,116.4810425092402,,,,,,,,,,,,,,,
ARE,2002,107.0390580819181,,,,,,,,,,,,,,,
ARE,2003,135.306260240663,,,,,,,,,,,,,,,
ARE,2004,148.1600063236334,,,,,,,,,,,,,,,
ARE,2005,159.8788774340204,,,,,,,,,,,,,,,
ARE,2006,161.7100877545341,,,,,,,,,,,,,,,
ARE,2007,166.215739371116,,,,,,,,,,,,,,,
ARE,2008,180.2362129085498,,,,,,,,,,,,,,,
ARE,2009,185.4294593738385,,,,,,,,,,,,,,,
ARE,2010,195.0572751898519,,,,,,,,,,,,,,,
ARE,2011,200.9258031807821,,,,,,,,,,,,,,,
ARE,2012,202.6528492032093,,,,,,,,,,,,,,,
ARE,2013,202.1307803428569,,,,,,,,,,,,,,,
ARE,2014,197.2036958890933,,,,,,,,,,,,,,,
ARE,2015,198.5257298083541,,,,,,,,,,,,,,,
ARE,2016,196.8256358859791,,,,,,,,,,,,,,,
ARE,2017,197.1107401007145,,,,,,,,,,,,,,,
ARE,2018,197.6506285313493,,,,,,,,,,,,,,,
ARE,2019,196.7573780220119,,,,,,,,,,,,,,,196.3
ARE,2020,193.2612313574232,,,,,,,,,,,,,,,
ARE,2021,199.2455862549427,,,,,,,,,,,,,,,
ARE,2022,195.1847327956488,,,,,,,,,,,,,,,
ARE,2023,199.7910804877829,,,,,,,,,,,,,,,
ARE,2024,208.4564745219733,208.4564745219733,208.4564745219733,,,,,,,,,,,208.4564745219733,,
ARE,2025,,200.2759748012795,200.2759748012795,,,,,,,,,,,200.4389178095917,,
ARE,2026,,192.0954750805904,192.0954750805904,,,,,,,,,,,192.4213610972074,,
ARE,2027,,183.9149753599013,183.9149753599013,,,,,,,,,,,184.4038043848232,,
ARE,2028,,175.7344756392085,175.7344756392085,,,,,,,,,,,176.3862476724407,,
ARE,2029,,167.5539759185194,167.5539759185194,,,,,,,,,,,168.3686909600565,,
ARE,2030,,159.3734761978297,159.3734761978297,,,159.3734761978297,159.3734761978297,,,,,159.3734761978297,159.3734761978297,160.3511342476722,,
ARE,2031,,148.1987809582643,148.1987809582643,,,,,,,,,151.4048023879386,151.4048023879386,152.3335775352898,,
ARE,2032,,137.0240857186982,137.0240857186982,,,,,,,,,143.4361285780469,143.4361285780469,144.3160208229056,,
ARE,2033,,125.8493904791321,125.8493904791321,,,,,,,,,135.4674547681552,135.4674547681552,136.2984641105231,,
ARE,2034,,114.6746952395661,114.6746952395661,,,,,,,,,127.4987809582635,127.4987809582635,128.2809073981389,,
ARE,2035,,103.5,103.5,103.5,103.5,,,,,,,119.5301071483718,119.5301071483718,120.2633506857546,,
ARE,2036,,,,,,,,,,,,111.5614333384819,111.5614333384819,112.2457939733722,,
ARE,2037,,,,,,,,,,,,103.5927595285902,103.5927595285902,104.228237260988,,
ARE,2038,,,,,,,,,,,,95.62408571869855,95.62408571869855,96.2106805486037,,
ARE,2039,,,,,,,,,,,,87.65541190880685,87.65541190880685,88.19312383622128,,
ARE,2040,,,,,,,,,,,,79.68673809891516,79.68673809891516,80.17556712383703,,
ARE,2041,,,,,,,,,,,,71.71806428902346,71.71806428902346,72.15801041145278,,
ARE,2042,,,,,,,,,,,,63.74939047913176,63.74939047913176,64.14045369907035,,
ARE,2043,,,,,,,,,,,,55.78071666924006,55.78071666924006,56.1228969866861,,
ARE,2044,,,,,,,,,,,,47.81204285935019,47.81204285935019,48.10534027430185,,
ARE,2045,,,,,,,,,,,,39.84336904945849,39.84336904945849,40.0877835619176,,
ARE,2046,,,,,,,,,,,,31.87469523956679,31.87469523956679,32.07022684953699,,
ARE,2047,,,,,,,,,,,,23.90602142967509,23.90602142967509,24.05267013715275,,
ARE,2048,,,,,,,,,,,,15.9373476197834,15.9373476197834,16.0351134247685,,
ARE,2049,,,,,,,,,,,,7.968673809891698,7.968673809891698,8.017556712384248,,
ARE,2050,,,,,,,,2050,,,,0,0,0,0,
ARG,1990,273.8209805,,,,,,,,,,,,,,,
ARG,1991,304.2636605,,,,,,,,,,,,,,,
ARG,1992,312.1202992,,,,,,,,,,,,,,,
ARG,1993,309.5922278,,,,,,,,,,,,,,,
ARG,1994,315.8579055,,,,,,,,,,,,,,,
ARG,1995,321.8157958,,,,,,,,,,,,,,,
ARG,1996,355.504151,,,,,,,,,,,,,,,
ARG,1997,352.4810539,,,,,,,,,,,,,,,
ARG,1998,376.5575136,,,,,,,,,,,,,,,
ARG,1999,368.0593469,,,,,,,,,,,,,,,
ARG,2000,369.4758198,,,,,,,,,,,,,,,
ARG,2001,367.3133408,,,,,,,,,,,,,,,
ARG,2002,371.5109803,,,,,,,,,,,,,,,
ARG,2003,386.6313619,,,,,,,,,,,,,,,
ARG,2004,404.0983939,,,,,,,,,,,,,,,
ARG,2005,399.7501935,,,,,,,,,,,,,,,
ARG,2006,428.3267355,,,,,,,,,,,,,,,
ARG,2007,450.0928534,,,,,,,,450.0928534,450.0928534,450.0928534,,,,,
ARG,2008,430.4220202,,,,,,,,,439.6255777395345,439.6255777395345,,,,,
ARG,2009,386.0978443,,,,,,,,,429.1583020790713,429.1583020790713,,,,,
ARG,2010,400.3757537,,,,,,,,,418.6910264186045,418.6910264186045,,,,,
ARG,2011,386.1651659,,,,,,,,,408.2237507581376,408.2237507581376,,,,,
ARG,2012,426.5036663,,,,,,,,,397.7564750976744,397.7564750976744,,,,,
ARG,2013,428.3009003,,,,,,,,,387.2891994372076,387.2891994372076,,,,,
ARG,2014,399.8730908,,,,,,,,,376.8219237767444,376.8219237767444,,,,,
ARG,2015,384.2135212,,,,,,,,,366.3546481162775,366.3546481162775,,,,,
ARG,2016,379.1367016,,,,,,,,,355.8873724558143,355.8873724558143,,,,,
ARG,2017,386.8342283,,,,,,,,,345.4200967953475,345.4200967953475,,,,,
ARG,2018,386.2735728,,,,,,,,,334.9528211348843,334.9528211348843,,,,,
ARG,2019,346.9973634,,,,,,,,,324.4855454744174,324.4855454744174,,,,,
ARG,2020,392.9616616,,,,,,,,,314.0182698139542,314.0182698139542,,,,,
ARG,2021,398.3517294,,,,,,,,,303.5509941534874,303.5509941534874,,,,,
ARG,2022,400.9205923,,,,,,,,,293.0837184930242,293.0837184930242,,,,,
ARG,2023,392.4744949115862,,,,,,,,,282.6164428325574,282.6164428325574,,,,,
ARG,2024,384.5365865949595,384.5365865949595,384.5365865949595,,,,,,,272.1491671720942,272.1491671720942,,,384.5365865949595,,
ARG,2025,,378.613822162466,378.613822162466,,,,,,,261.6818915116273,261.6818915116273,,,369.7467178797706,,
ARG,2026,,372.6910577299732,372.6910577299732,,,,,,,251.2146158511641,251.2146158511641,,,354.9568491645805,,
ARG,2027,,366.7682932974803,366.7682932974803,,,,,,,240.7473401906973,240.7473401906973,,,340.1669804493904,,
ARG,2028,,360.8455288649875,360.8455288649875,,,,,,,230.2800645302341,230.2800645302341,,,325.3771117342003,,
ARG,2029,,354.9227644324928,354.9227644324928,,,,,,,219.8127888697672,219.8127888697672,,,310.5872430190066,,
ARG,2030,,349,349,,,349,349,,,209.3455132093004,209.3455132093004,349,349,295.7973743038165,,
ARG,2031,,,,,,,,,,198.8782375488372,198.8782375488372,331.5500000000029,331.5500000000029,281.0075055886264,,
ARG,2032,,,,,,,,,,188.4109618883704,188.4109618883704,314.0999999999985,314.0999999999985,266.2176368734363,,
ARG,2033,,,,,,,,,,177.9436862279072,177.9436862279072,296.6500000000015,296.6500000000015,251.4277681582462,,
ARG,2034,,,,,,,,,,167.4764105674403,167.4764105674403,279.2000000000044,279.2000000000044,236.6378994430561,,
ARG,2035,,,,,,,,,,157.0091349069771,157.0091349069771,261.75,261.75,221.8480307278624,,
ARG,2036,,,,,,,,,,146.5418592465103,146.5418592465103,244.3000000000029,244.3000000000029,207.0581620126723,,
ARG,2037,,,,,,,,,,136.0745835860471,136.0745835860471,226.8499999999985,226.8499999999985,192.2682932974822,,
ARG,2038,,,,,,,,,,125.6073079255802,125.6073079255802,209.4000000000015,209.4000000000015,177.4784245822921,,
ARG,2039,,,,,,,,,,115.140032265117,115.140032265117,191.9500000000044,191.9500000000044,162.688555867102,,
ARG,2040,,,,,,,,,,104.6727566046502,104.6727566046502,174.5,174.5,147.8986871519082,,
ARG,2041,,,,,,,,,,94.205480944187,94.205480944187,157.0500000000029,157.0500000000029,133.1088184367181,,
ARG,2042,,,,,,,,,,83.73820528372016,83.73820528372016,139.5999999999985,139.5999999999985,118.318949721528,,
ARG,2043,,,,,,,,,,73.27092962325696,73.27092962325696,122.1500000000015,122.1500000000015,103.5290810063379,,
ARG,2044,,,,,,,,,,62.80365396279012,62.80365396279012,104.7000000000044,104.7000000000044,88.73921229114785,,
ARG,2045,,,,,,,,,,52.33637830232692,52.33637830232692,87.25,87.25,73.94934357595776,,
ARG,2046,,,,,,,,,,41.86910264186008,41.86910264186008,69.80000000000291,69.80000000000291,59.15947486076402,,
ARG,2047,,,,,,,,,,31.40182698139688,31.40182698139688,52.34999999999854,52.34999999999854,44.36960614557393,,
ARG,2048,,,,,,,,,,20.93455132093004,20.93455132093004,34.90000000000146,34.90000000000146,29.57973743038383,,
ARG,2049,,,,,,,,,,10.4672756604632,10.4672756604632,17.45000000000437,17.45000000000437,14.78986871519373,,
ARG,2050,,,,,,,,2050,,0,0,0,0,0,0,
ARM,1990,24.192489,,,,,,,,,,,,,,,26.014
ARM,1991,23.05145268,,,,,,,,,,,,,,,
ARM,1992,20.72975836000001,,,,,,,,,,,,,,,
ARM,1993,9.773209040000001,,,,,,,,,,,,,,,
ARM,1994,10.10872272,,,,,,,,,,,,,,,
ARM,1995,10.9624274,,,,,,,,,,,,,,,
ARM,1996,8.539943180000002,,,,,,,,,,,,,,,
ARM,1997,8.95472646,,,,,,,,,,,,,,,
ARM,1998,7.891485240000002,,,,,,,,,,,,,,,
ARM,1999,6.202288220000002,,,,,,,,,,,,,,,
ARM,2000,5.069215000000001,,,,,,,,,,,,,,,
ARM,2001,5.087988333333334,,,,,,,,,,,,,,,
ARM,2002,4.789989566666668,,,,,,,,,,,,,,,
ARM,2003,5.198403300000001,,,,,,,,,,,,,,,
ARM,2004,5.559693333333334,,,,,,,,,,,,,,,
ARM,2005,6.269385166666668,,,,,,,,,,,,,,,
ARM,2006,6.512573000000001,,,,,,,,,,,,,,,
ARM,2007,7.2003495,,,,,,,,,,,,,,,
ARM,2008,7.8367278,,,,,,,,,,,,,,,
ARM,2009,6.6851242,,,,,,,,,,,,,,,
ARM,2010,6.663592,,,,,,,,,,,,,,,
ARM,2011,7.499505040521458,,,,,,,,,,,,,,,
ARM,2012,8.479323875295822,,,,,,,,,,,,,,,
ARM,2013,8.607457914041786,,,,,,,,,,,,,,,
ARM,2014,8.839846707086073,,,,,,,,,,,,,,,
ARM,2015,8.964707479709105,,,,,,,,,,,,,,,
ARM,2016,9.226815288072101,,,,,,,,,,,,,,,
ARM,2017,9.386074014919735,,,,,,,,,,,,,,,
ARM,2018,9.483466072649898,,,,,,,,,,,,,,,
ARM,2019,9.647103520209713,,,,,,,,,,,,,,,
ARM,2020,10.13368282568046,,,,,,,,,,,,,,,
ARM,2021,10.16689904248451,,,,,,,,,,,,,,,
ARM,2022,10.19509352171589,,,,,,,,,,,,,,,
ARM,2023,10.0597738126516,,,,,,,,,,,,,,,
ARM,2024,10.21557524643299,10.21557524643299,10.21557524643299,,,,,,,,,,,10.21557524643299,,
ARM,2030,,14.5154934,14.5154934,,,14.5154934,14.5154934,,,,,,,,,
ARM,2035,,11.404,13.516,11.404,13.516,,,,,,,,,,,
ATA,1990,.0110001,,,,,,,,,,,,,,,
ATA,1991,.0146668,,,,,,,,,,,,,,,
ATA,1992,.0146668,,,,,,,,,,,,,,,
ATA,1993,.0146668,,,,,,,,,,,,,,,
ATA,1994,.0146668,,,,,,,,,,,,,,,
ATA,1995,.0036667,,,,,,,,,,,,,,,
ATA,1996,.0036667,,,,,,,,,,,,,,,
ATA,1997,.0036667,,,,,,,,,,,,,,,
ATA,1998,.0036667,,,,,,,,,,,,,,,
ATA,1999,.0036667,,,,,,,,,,,,,,,
ATA,2000,.0036667,,,,,,,,,,,,,,,
ATA,2001,.0036667,,,,,,,,,,,,,,,
ATA,2002,.0036667,,,,,,,,,,,,,,,
ATA,2003,.0036667,,,,,,,,,,,,,,,
ATA,2004,.0073334,,,,,,,,,,,,,,,
ATA,2005,.0073334,,,,,,,,,,,,,,,
ATA,2006,.0073334,,,,,,,,,,,,,,,
ATA,2007,.0110001,,,,,,,,,,,,,,,
ATA,2008,.0053079848,,,,,,,,,,,,,,,
ATA,2009,.0051770312,,,,,,,,,,,,,,,
ATA,2010,.0050460776,,,,,,,,,,,,,,,
ATA,2011,.004915124,,,,,,,,,,,,,,,
ATA,2012,.0047841705,,,,,,,,,,,,,,,
ATA,2013,.0046532169,,,,,,,,,,,,,,,
ATA,2014,.0045222633,,,,,,,,,,,,,,,
ATA,2015,.0043913098,,,,,,,,,,,,,,,
ATA,2016,.0042603562,,,,,,,,,,,,,,,
ATA,2017,.0041294026,,,,,,,,,,,,,,,
ATA,2018,.003998449,,,,,,,,,,,,,,,
ATA,2019,.0038674955,,,,,,,,,,,,,,,
ATA,2020,.0037365419,,,,,,,,,,,,,,,
ATA,2021,.0036055883,,,,,,,,,,,,,,,
ATA,2022,.0034746348,,,,,,,,,,,,,,,
ATA,2023,.0033436812,,,,,,,,,,,,,,,
ATA,2024,.0032127276,,,,,,,,,,,,,.0032127276,,
ATG,1990,.291801,,,,,,,,,,,,,,,
ATG,1991,.319218645,,,,,,,,,,,,,,,
ATG,1992,.33749525,,,,,,,,,,,,,,,
ATG,1993,.365426055,,,,,,,,,,,,,,,
ATG,1994,.39859681,,,,,,,,,,,,,,,
ATG,1995,.422203795,,,,,,,,,,,,,,,
ATG,1996,.46121829,,,,,,,,,,,,,,,
ATG,1997,.5055259050000001,,,,,,,,,,,,,,,
ATG,1998,.5373408600000001,,,,,,,,,,,,,,,
ATG,1999,.5808884150000001,,,,,,,,,,,,,,,
ATG,2000,.6089500000000001,,,,,,,,,,,,,,,
ATG,2001,.6404886824099834,,,,,,,,,,,,,,,
ATG,2002,.7016822471452416,,,,,,,,,,,,,,,
ATG,2003,.7437269941483622,,,,,,,,,,,,,,,
ATG,2004,.7855980621841966,,,,,,,,,,,,,,,
ATG,2005,.8375537162444699,,,,,,,,,,,,,,,
ATG,2006,.9005493957919886,,,,,,,,,,,,,,,
ATG,2007,.9485179213144801,,,,,,,,,,,,,,,
ATG,2008,.9779970347808652,,,,,,,,,,,,,,,
ATG,2009,1.023111601764668,,,,,,,,,,,,,,,
ATG,2010,1.01284590034883,,,,,,,,,,,,,,,
ATG,2011,1.026847597131607,,,,,,,,,,,,,,,
ATG,2012,1.064710458213727,,,,,,,,,,,,,,,
ATG,2013,1.087793528943924,,,,,,,,,,,,,,,
ATG,2014,1.126014082025848,,,,,,,,,,,,,,,
ATG,2015,1.169890394644999,,,,,,,,,,,,,,,
ATG,2016,1.16610535734318,,,,,,,,,,,,,,,
ATG,2017,1.175690715702683,,,,,,,,,,,,,,,
ATG,2018,1.190689919030185,,,,,,,,,,,,,,,
ATG,2019,1.224966564584126,,,,,,,,,,,,,,,
ATG,2020,1.19033453488614,,,,,,,,,,,,,,,
ATG,2021,1.199309773111488,,,,,,,,,,,,,,,
ATG,2022,1.209142764393932,,,,,,,,,,,,,,,
ATG,2023,1.216726878453436,,,,,,,,,,,,,,,
ATG,2024,1.258859311153977,,,,,,,,,,,,,1.258859311153977,,
ATG,2025,,,,,,,,,,,,,,1.180180604206868,,
ATG,2026,,,,,,,,,,,,,,1.101501897259737,,
ATG,2027,,,,,,,,,,,,,,1.022823190312607,,
ATG,2028,,,,,,,,,,,,,,.9441444833654771,,
