iso3,year,primap_net,primap_gross,unfccc_net,unfccc_gross,past_ghg_net,past_ghg_net_source,past_ghg_gross,past_ghg_gross_source,ndc_low,ndc_high,ndc35pt_low,ndc35pt_high,ndc40pt_low,ndc40pt_high,ndc30pt_low,ndc30pt_high,ndc35pt_base
ABW,1990,.50707764,.50707764,,,.50707764,primap,.50707764,primap,,,,,,,,,
ABW,1991,.55240647,.55240647,,,.55240647,primap,.55240647,primap,,,,,,,,,
ABW,1992,.56057985,.56057985,,,.56057985,primap,.56057985,primap,,,,,,,,,
ABW,1993,.67142295,.67142295,,,.67142295,primap,.67142295,primap,,,,,,,,,
ABW,1994,.6837977399999999,.6837977399999999,,,.6837977399999999,primap,.6837977399999999,primap,,,,,,,,,
ABW,1995,.73247926,.73247926,,,.73247926,primap,.73247926,primap,,,,,,,,,
ABW,1996,.74920448,.74920448,,,.74920448,primap,.74920448,primap,,,,,,,,,
ABW,1997,.78536852,.78536852,,,.78536852,primap,.78536852,primap,,,,,,,,,
ABW,1998,.8339806599999999,.8339806599999999,,,.8339806599999999,primap,.8339806599999999,primap,,,,,,,,,
ABW,1999,.83809156,.83809156,,,.83809156,primap,.83809156,primap,,,,,,,,,
ABW,2000,2.4558868,2.4558868,,,2.4558868,primap,2.4558868,primap,,,,,,,,,
ABW,2001,2.4852905,2.4852905,,,2.4852905,primap,2.4852905,primap,,,,,,,,,
ABW,2002,2.5149108,2.5149108,,,2.5149108,primap,2.5149108,primap,,,,,,,,,
ABW,2003,2.6442825,2.6442825,,,2.6442825,primap,2.6442825,primap,,,,,,,,,
ABW,2004,2.7062036,2.7062036,,,2.7062036,primap,2.7062036,primap,,,,,,,,,
ABW,2005,2.8102364,2.8102364,,,2.8102364,primap,2.8102364,primap,,,,,,,,,
ABW,2006,2.7792926,2.7792926,,,2.7792926,primap,2.7792926,primap,,,,,,,,,
ABW,2007,2.8868498,2.8868498,,,2.8868498,primap,2.8868498,primap,,,,,,,,,
ABW,2008,2.7180586,2.7180586,,,2.7180586,primap,2.7180586,primap,,,,,,,,,
ABW,2009,2.6856444,2.6856444,,,2.6856444,primap,2.6856444,primap,,,,,,,,,
ABW,2010,2.5549496,2.5549496,,,2.5549496,primap,2.5549496,primap,,,,,,,,,
ABW,2011,2.5501568,2.5501568,,,2.5501568,primap,2.5501568,primap,,,,,,,,,
ABW,2012,1.3812517,1.3812517,,,1.3812517,primap,1.3812517,primap,,,,,,,,,
ABW,2013,.89292102,.89292102,,,.89292102,primap,.89292102,primap,,,,,,,,,
ABW,2014,.90285078,.90285078,,,.90285078,primap,.90285078,primap,,,,,,,,,
ABW,2015,.9287365200000001,.9287365200000001,,,.9287365200000001,primap,.9287365200000001,primap,,,,,,,,,
ABW,2016,.91475465,.91475465,,,.91475465,primap,.91475465,primap,,,,,,,,,
ABW,2017,.92186693,.92186693,,,.92186693,primap,.92186693,primap,,,,,,,,,
ABW,2018,.90356786,.90356786,,,.90356786,primap,.90356786,primap,,,,,,,,,
ABW,2019,.92352493,.92352493,,,.92352493,primap,.92352493,primap,,,,,,,,,
ABW,2020,.92098846,.92098846,,,.92098846,primap,.92098846,primap,,,,,,,,,
ABW,2021,.93056569,.93056569,,,.93056569,primap,.93056569,primap,,,,,,,,,
ABW,2022,.9407313,.9407313,,,.9407313,primap,.9407313,primap,,,,,,,,,
ABW,2023,.94958548,.94958548,,,.94958548,primap,.94958548,primap,,,,,,,,,
ABW,2024,.9924756,.9924756,,,.9924756,primap,.9924756,primap,,,,,,,,,
AFG,2005,24.044099,23.600429,28.75909486,19.32802486,28.75909486,unfccc,19.32802486,unfccc,,,,,,,,,
AFG,2013,42.915778,42.472108,54.236,43.228,54.236,unfccc,43.228,unfccc,54.236,54.236,,,,,,,
AFG,2014,44.21505399999999,43.771384,,,,,,,53.53289976470614,53.53289976470614,,,,,,,
AFG,2015,44.081896,43.638226,,,,,,,52.82979952941196,52.82979952941196,,,,,,,
AFG,2016,45.050699,44.607029,,,,,,,52.12669929411777,52.12669929411777,,,,,,,
AFG,2017,45.763504,45.319834,,,,,,,51.42359905882381,51.42359905882381,,,,,,,
AFG,2018,47.99703899999999,47.553369,,,,,,,50.72049882352962,50.72049882352962,,,,,,,
AFG,2019,48.729428,48.285758,,,,,,,50.01739858823544,50.01739858823544,,,,,,,
AFG,2020,51.006557,50.562887,,,,,,,49.31429835294148,49.31429835294148,,,,,,,
AFG,2021,49.332657,48.888987,,,,,,,48.61119811764729,48.61119811764729,,,,,,,
AFG,2022,50.440415,49.996745,,,,,,,47.9080978823531,47.9080978823531,,,,,,,
AFG,2023,52.220347,51.77667700000001,,,,,,,47.20499764705892,47.20499764705892,,,,,,,
AFG,2024,52.567365,52.123694,,,,,,,46.50189741176496,46.50189741176496,,,,,,,
AFG,2025,,,,,,,,,45.79879717647077,45.79879717647077,,,,,,,
AFG,2026,,,,,,,,,45.09569694117658,45.09569694117658,,,,,,,
AFG,2027,,,,,,,,,44.39259670588262,44.39259670588262,,,,,,,
AFG,2028,,,,,,,,,43.68949647058844,43.68949647058844,,,,,,,
AFG,2029,,,,,,,,,42.98639623529425,42.98639623529425,,,,,,,
AFG,2030,,,,,,,,,42.283296,42.283296,,,,,42.283296,42.283296,
AGO,2005,224.25817,92.139825,,16.008278,,,16.008278,unfccc,,,,,,,,,
AGO,2006,214.33775,83.307034,,16.832832,,,16.832832,unfccc,,,,,,,,,
AGO,2007,214.63008,83.59936400000001,,17.877001,,,17.877001,unfccc,,,,,,,,,
AGO,2008,214.9545,83.92378500000001,,18.614905,,,18.614905,unfccc,,,,,,,,,
AGO,2009,216.01024,84.97952099999999,,22.928116,,,22.928116,unfccc,,,,,,,,,
AGO,2010,224.73877,93.708052,,21.567414,,,21.567414,unfccc,,,,,,,,,
AGO,2011,225.02729,93.996577,,22.096813,,,22.096813,unfccc,,,,,,,,,
AGO,2012,225.83618,94.805466,,26.059974,,,26.059974,unfccc,,,,,,,,,
AGO,2013,227.15687,96.126153,,30.612857,,,30.612857,unfccc,,,,,,,,,
AGO,2014,224.55786,93.527148,,30.002002,,,30.002002,unfccc,,,,,,,,,
AGO,2015,229.111,98.080285,,29.695331,,,29.695331,unfccc,,,,,,,,,
AGO,2016,226.34558,95.31486199999999,,30.575351,,,30.575351,unfccc,,,,,,,,,
AGO,2017,223.26795,92.237235,,22.745254,,,22.745254,unfccc,,,,,,,,,
AGO,2018,216.13184,85.101128,,30.139468,,,30.139468,unfccc,,,,,,,,,
AGO,2019,216.7559,85.72518799999999,222.029614,35.748077,222.029614,unfccc,35.748077,unfccc,,,,,,,,,
AGO,2020,211.06897,80.038257,211.52788,33.354113,211.52788,unfccc,33.354113,unfccc,211.52788,211.52788,,,,,,,211.52788
AGO,2021,213.68752,82.656801,,,,,,,204.8555399999987,208.2493949999989,,,,,,,
AGO,2022,215.04896,84.01824499999999,,,,,,,198.1831999999995,204.9709099999991,,,,,,,
AGO,2023,215.51434,84.483627,,,,,,,191.5108599999985,201.6924249999993,,,,,,,
AGO,2024,213.32173,82.291011,,,,,,,184.8385199999993,198.4139399999995,,,,,,,
AGO,2025,,,,,,,,,178.1661800000002,195.1354549999996,,,,,,,
AGO,2026,,,,,,,,,171.4938399999992,191.8569699999989,,,,,,,
AGO,2027,,,,,,,,,164.8215,188.5784849999991,,,,,,,
AGO,2028,,,,,,,,,158.149159999999,185.2999999999993,,,,,,,
AGO,2029,,,,,,,,,151.4768199999999,182.0215149999995,,,,,,,
AGO,2030,,,,,,,,,144.80448,178.74303,,,,,144.80448,178.74303,
AGO,2031,,,,,,,,,153.6461839999974,183.1847211999993,,,,,,,
AGO,2032,,,,,,,,,162.4878879999997,187.626412399999,,,,,,,
AGO,2033,,,,,,,,,171.3295919999982,192.0681036000005,,,,,,,
AGO,2034,,,,,,,,,180.1712960000004,196.5097948000002,,,,,,,
AGO,2035,,,,,,,,,189.013,200.951486,189.013,200.951486,,,,,
AIA,1990,.050033438,.050033438,,,.050033438,primap,.050033438,primap,,,,,,,,,
AIA,1991,.050099412,.050099412,,,.050099412,primap,.050099412,primap,,,,,,,,,
AIA,1992,.050170779,.050170779,,,.050170779,primap,.050170779,primap,,,,,,,,,
AIA,1993,.057666775,.057666775,,,.057666775,primap,.057666775,primap,,,,,,,,,
AIA,1994,.057904875,.057904875,,,.057904875,primap,.057904875,primap,,,,,,,,,
AIA,1995,.061844303,.061844303,,,.061844303,primap,.061844303,primap,,,,,,,,,
AIA,1996,.0655859,.0655859,,,.0655859,primap,.0655859,primap,,,,,,,,,
AIA,1997,.065670815,.065670815,,,.065670815,primap,.065670815,primap,,,,,,,,,
AIA,1998,.069303175,.069303175,,,.069303175,primap,.069303175,primap,,,,,,,,,
AIA,1999,.069251077,.069251077,,,.069251077,primap,.069251077,primap,,,,,,,,,
AIA,2000,.080295446,.080295446,,,.080295446,primap,.080295446,primap,,,,,,,,,
AIA,2001,.087615511,.087615511,,,.087615511,primap,.087615511,primap,,,,,,,,,
AIA,2002,.087516033,.087516033,,,.087516033,primap,.087516033,primap,,,,,,,,,
AIA,2003,.091333723,.091333723,,,.091333723,primap,.091333723,primap,,,,,,,,,
AIA,2004,.10590433,.10590433,,,.10590433,primap,.10590433,primap,,,,,,,,,
AIA,2005,.11331831,.11331831,,,.11331831,primap,.11331831,primap,,,,,,,,,
AIA,2006,.12434247,.12434247,,,.12434247,primap,.12434247,primap,,,,,,,,,
AIA,2007,.12800415,.12800415,,,.12800415,primap,.12800415,primap,,,,,,,,,
AIA,2008,.12829003,.12829003,,,.12829003,primap,.12829003,primap,,,,,,,,,
AIA,2009,.12797864,.12797864,,,.12797864,primap,.12797864,primap,,,,,,,,,
AIA,2010,.13546706,.13546706,,,.13546706,primap,.13546706,primap,,,,,,,,,
AIA,2011,.12821257,.12821257,,,.12821257,primap,.12821257,primap,,,,,,,,,
AIA,2012,.12457479,.12457479,,,.12457479,primap,.12457479,primap,,,,,,,,,
AIA,2013,.12101047,.12101047,,,.12101047,primap,.12101047,primap,,,,,,,,,
AIA,2014,.12470157,.12470157,,,.12470157,primap,.12470157,primap,,,,,,,,,
AIA,2015,.14305147,.14305147,,,.14305147,primap,.14305147,primap,,,,,,,,,
AIA,2016,.14312283,.14312283,,,.14312283,primap,.14312283,primap,,,,,,,,,
AIA,2017,.13215403,.13215403,,,.13215403,primap,.13215403,primap,,,,,,,,,
AIA,2018,.13578706,.13578706,,,.13578706,primap,.13578706,primap,,,,,,,,,
AIA,2019,.15045852,.15045852,,,.15045852,primap,.15045852,primap,,,,,,,,,
AIA,2020,.14669016,.14669016,,,.14669016,primap,.14669016,primap,,,,,,,,,
AIA,2021,.14804278,.14804278,,,.14804278,primap,.14804278,primap,,,,,,,,,
AIA,2022,.14963484,.14963484,,,.14963484,primap,.14963484,primap,,,,,,,,,
AIA,2023,.15102448,.15102448,,,.15102448,primap,.15102448,primap,,,,,,,,,
AIA,2024,.15792671,.15792671,,,.15792671,primap,.15792671,primap,,,,,,,,,
ALB,1990,10.324291,6.8470405,,9.861549999999999,,,9.861549999999999,unfccc,,,,,,,,,
ALB,1991,12.125754,8.607954400000001,,7.745130000000001,,,7.745130000000001,unfccc,,,,,,,,,
ALB,1992,7.9346297,5.9350497,,5.34762,,,5.34762,unfccc,,,,,,,,,
ALB,1993,7.5043488,6.009968799999999,,5.06344,,,5.06344,unfccc,,,,,,,,,
ALB,1994,8.334854399999999,6.5530944,,5.717989999999999,,,5.717989999999999,unfccc,,,,,,,,,
ALB,1995,8.016869399999999,6.5158094,,5.54805,,,5.54805,unfccc,,,,,,,,,
ALB,1996,7.9507376,6.5197376,,5.34298,,,5.34298,unfccc,,,,,,,,,
ALB,1997,7.9201802,6.6180702,,4.75189,,,4.75189,unfccc,,,,,,,,,
ALB,1998,8.4997325,7.4197725,,4.87862,,,4.87862,unfccc,,,,,,,,,
ALB,1999,8.832016100000001,7.937496100000001,,5.50459,,,5.50459,unfccc,,,,,,,,,
ALB,2000,10.714654,7.4116545,,5.67871,,,5.67871,unfccc,,,,,,,,,
ALB,2001,10.487027,7.980027,,5.78587,,,5.78587,unfccc,,,,,,,,,
ALB,2002,10.238118,8.182118300000001,,6.46978,,,6.46978,unfccc,,,,,,,,,
ALB,2003,10.085087,8.366087499999999,,6.65841,,,6.65841,unfccc,,,,,,,,,
ALB,2004,10.467099,8.6780993,,7.01839,,,7.01839,unfccc,,,,,,,,,
ALB,2005,10.241651,8.526651299999999,,6.87363,,,6.87363,unfccc,,,,,,,,,
ALB,2006,10.141222,8.503221999999999,,6.51538,,,6.51538,unfccc,,,,,,,,,
ALB,2007,10.371198,8.753197800000001,,6.59662,,,6.59662,unfccc,,,,,,,,,
ALB,2008,9.7891523,8.610152299999999,,6.56872,,,6.56872,unfccc,,,,,,,,,
ALB,2009,10.888972,9.2969159,,6.69704,,,6.69704,unfccc,,,,,,,,,
ALB,2010,10.691953,8.965897399999999,,6.90262,,,6.90262,unfccc,,,,,,,,,
ALB,2011,13.745,9.275719800000001,,7.45256,,,7.45256,unfccc,,,,,,,,,
ALB,2012,14.568031,9.123826600000001,,7.08475,,,7.08475,unfccc,,,,,,,,,
ALB,2013,10.751045,9.322274299999998,,7.23532,,,7.23532,unfccc,,,,,,,,,
ALB,2014,11.139711,9.8256303,,7.55897,,,7.55897,unfccc,,,,,,,,,
ALB,2015,11.246647,9.860712100000001,,7.464779999999999,,,7.464779999999999,unfccc,,,,,,,,,
ALB,2016,11.320593,9.89019,,7.33547,,,7.33547,unfccc,,,,,,,,,
ALB,2017,11.982598,10.552195,,8.033149999999999,,,8.033149999999999,unfccc,,,,,,,,,
ALB,2018,12.227259,10.796856,,7.98155,,,7.98155,unfccc,,,,,,,,,
ALB,2019,12.329395,10.898992,,7.56086,,,7.56086,unfccc,,,,,,,,,
ALB,2020,12.191544,10.761141,,7.09325,,,7.09325,unfccc,,,,,,,,,
ALB,2021,12.514973,11.08457,,7.557189999999999,,,7.557189999999999,unfccc,,,,,,,,,
ALB,2022,12.195821,10.765418,,6.72758,,,6.72758,unfccc,,,,,,,,,
ALB,2030,,,,,,,,,11.978,11.978,,,,,11.978,11.978,
AND,1990,.27210245,.40211534,.17379,.38077,.17379,unfccc,.38077,unfccc,,,,,,,,,
AND,1995,.33344673,.46416367,.22247,.431,.22247,unfccc,.431,unfccc,,,,,,,,,
AND,2000,.40097247,.5420914699999999,.32159,.5282899999999999,.32159,unfccc,.5282899999999999,unfccc,,,,,,,,,
AND,2005,.44548102,.5886725900000001,.37073,.5719099999999999,.37073,unfccc,.5719099999999999,unfccc,,,,,,,,,.37
AND,2010,.38858589,.53037553,.31187,.52034,.31187,unfccc,.52034,unfccc,,,,,,,,,
AND,2011,.37171561,.5074786100000001,.28832,.49716,.28832,unfccc,.49716,unfccc,,,,,,,,,
AND,2012,.3691256,.50499335,.28613,.4963399999999999,.28613,unfccc,.4963399999999999,unfccc,,,,,,,,,
AND,2013,.35961959,.49487996,.28048,.49049,.28048,unfccc,.49049,unfccc,,,,,,,,,
AND,2014,.34793673,.48320443,.26976,.48253,.26976,unfccc,.48253,unfccc,,,,,,,,,
AND,2015,.34723256,.48261743,.26664,.48316,.26664,unfccc,.48316,unfccc,,,,,,,,,
AND,2016,.35863277,.49408491,.26766,.48327,.26766,unfccc,.48327,unfccc,,,,,,,,,
AND,2017,.36215831,.497758,.29413,.5106000000000001,.29413,unfccc,.5106000000000001,unfccc,,,,,,,,,
AND,2018,.38745799,.52407901,.32561,.53795,.32561,unfccc,.53795,unfccc,,,,,,,,,
AND,2019,.38491137,.5207285399999999,.27565,.48959,.27565,unfccc,.48959,unfccc,,,,,,,,,
AND,2020,.27485131,.41072381,.18985,.39872,.18985,unfccc,.39872,unfccc,,,,,,,,,
AND,2021,.32515937,.46103187,.23074,.43587,.23074,unfccc,.43587,unfccc,.23074,.23074,,,,,,,
AND,2022,.31623597,.45210848,,,,,,,.2277133333333339,.2277133333333339,,,,,,,
AND,2023,.30751381,.44338631,,,,,,,.2246866666666669,.2246866666666669,,,,,,,
AND,2024,.29897319,.4348457,,,,,,,.22166,.22166,,,,,,,
AND,2025,,,,,,,,,.218633333333333,.218633333333333,,,,,,,
AND,2026,,,,,,,,,.2156066666666669,.2156066666666669,,,,,,,
AND,2027,,,,,,,,,.21258,.21258,,,,,,,
AND,2028,,,,,,,,,.209553333333333,.209553333333333,,,,,,,
AND,2029,,,,,,,,,.206526666666667,.206526666666667,,,,,,,
AND,2030,,,,,,,,,.2035,.2035,,,,,.2035,.2035,
AND,2031,,,,,,,,,.1901999999999973,.1901999999999973,,,,,,,
AND,2032,,,,,,,,,.1768999999999998,.1768999999999998,,,,,,,
AND,2033,,,,,,,,,.1635999999999989,.1635999999999989,,,,,,,
AND,2034,,,,,,,,,.1502999999999979,.1502999999999979,,,,,,,
AND,2035,,,,,,,,,.137,.137,.137,.137,,,,,
ANT,1990,5.5996087,5.5996087,,,5.5996087,primap,5.5996087,primap,,,,,,,,,
ANT,1991,4.506551099999999,4.506551099999999,,,4.506551099999999,primap,4.506551099999999,primap,,,,,,,,,
ANT,1992,3.7809769,3.7809769,,,3.7809769,primap,3.7809769,primap,,,,,,,,,
ANT,1993,5.733022200000001,5.733022200000001,,,5.733022200000001,primap,5.733022200000001,primap,,,,,,,,,
ANT,1994,5.5109837,5.5109837,,,5.5109837,primap,5.5109837,primap,,,,,,,,,
ANT,1995,5.4568724,5.4568724,,,5.4568724,primap,5.4568724,primap,,,,,,,,,
ANT,1996,5.1221725,5.1221725,,,5.1221725,primap,5.1221725,primap,,,,,,,,,
ANT,1997,5.3734165,5.3734165,,,5.3734165,primap,5.3734165,primap,,,,,,,,,
ANT,1998,.55128545,.55128545,,,.55128545,primap,.55128545,primap,,,,,,,,,
ANT,1999,2.3726293,2.3726293,,,2.3726293,primap,2.3726293,primap,,,,,,,,,
ANT,2000,5.8728464,5.8728464,,,5.8728464,primap,5.8728464,primap,,,,,,,,,
ANT,2001,5.9843816,5.9843816,,,5.9843816,primap,5.9843816,primap,,,,,,,,,
ANT,2002,5.759602299999999,5.759602299999999,,,5.759602299999999,primap,5.759602299999999,primap,,,,,,,,,
ANT,2003,5.7584729,5.7584729,,,5.7584729,primap,5.7584729,primap,,,,,,,,,
ANT,2004,6.044785299999999,6.044785299999999,,,6.044785299999999,primap,6.044785299999999,primap,,,,,,,,,
ANT,2005,5.9995159,5.9995159,,,5.9995159,primap,5.9995159,primap,,,,,,,,,
ANT,2006,6.232241699999999,6.232241699999999,,,6.232241699999999,primap,6.232241699999999,primap,,,,,,,,,
ANT,2007,6.9934168,6.9934168,,,6.9934168,primap,6.9934168,primap,,,,,,,,,
ANT,2008,6.742824499999999,6.742824499999999,,,6.742824499999999,primap,6.742824499999999,primap,,,,,,,,,
ANT,2009,6.871461500000001,6.871461500000001,,,6.871461500000001,primap,6.871461500000001,primap,,,,,,,,,
ANT,2010,4.7602032,4.7602032,,,4.7602032,primap,4.7602032,primap,,,,,,,,,
ANT,2011,6.0536646,6.0536646,,,6.0536646,primap,6.0536646,primap,,,,,,,,,
ANT,2012,7.310745,7.310745,,,7.310745,primap,7.310745,primap,,,,,,,,,
ANT,2013,6.9693233,6.9693233,,,6.9693233,primap,6.9693233,primap,,,,,,,,,
ANT,2014,7.857123899999999,7.857123899999999,,,7.857123899999999,primap,7.857123899999999,primap,,,,,,,,,
ANT,2015,8.411089200000001,8.411089200000001,,,8.411089200000001,primap,8.411089200000001,primap,,,,,,,,,
ANT,2016,7.2745765,7.2745765,,,7.2745765,primap,7.2745765,primap,,,,,,,,,
ANT,2017,5.9713448,5.9713448,,,5.9713448,primap,5.9713448,primap,,,,,,,,,
ANT,2018,5.2806727,5.2806727,,,5.2806727,primap,5.2806727,primap,,,,,,,,,
ANT,2019,3.2005546,3.2005546,,,3.2005546,primap,3.2005546,primap,,,,,,,,,
ANT,2020,2.6989518,2.6989518,,,2.6989518,primap,2.6989518,primap,,,,,,,,,
ANT,2021,2.7281611,2.7281611,,,2.7281611,primap,2.7281611,primap,,,,,,,,,
ANT,2022,2.7610733,2.7610733,,,2.7610733,primap,2.7610733,primap,,,,,,,,,
ANT,2023,2.7863382,2.7863382,,,2.7863382,primap,2.7863382,primap,,,,,,,,,
ANT,2024,2.907698,2.907698,,,2.907698,primap,2.907698,primap,,,,,,,,,
ARE,1990,62.989541,62.989541,,,56.12232764568478,extrapolated,57.17468552114611,extrapolated,,,,,,,,,
ARE,1991,68.065669,68.065669,,,60.64504862864026,extrapolated,61.78221269879429,extrapolated,,,,,,,,,
ARE,1992,70.229579,70.229579,,,62.57304594514354,extrapolated,63.7463621715784,extrapolated,,,,,,,,,
ARE,1993,78.84530199999999,78.84530199999999,,,70.24947002180831,extrapolated,71.56672798536175,extrapolated,,,,,,,,,
ARE,1994,80.35625400000001,84.583254,,,71.59569578968464,extrapolated,76.77498313260011,extrapolated,,,,,,,,,
ARE,1995,80.96939399999999,86.102727,,,72.1419903558361,extrapolated,78.15418656151338,extrapolated,,,,,,,,,
ARE,1996,86.954058,92.99372500000001,,,77.47419739410195,extrapolated,84.40904470656396,extrapolated,,,,,,,,,
ARE,1997,89.457506,96.40350599999999,,,79.70471577333468,extrapolated,87.50405307265092,extrapolated,,,,,,,,,
ARE,1998,97.820038,105.67237,,,87.15555210902927,extrapolated,95.91726542386131,extrapolated,,,,,,,,,
ARE,1999,97.37967,106.13834,,,86.76319368272046,extrapolated,96.34021958084253,extrapolated,,,,,,,,,
ARE,2000,132.39601,142.06101,,,117.9620002660658,extrapolated,128.9467019860709,extrapolated,,,,,,,,,
ARE,2001,130.73384,141.11044,,,116.4810425092402,extrapolated,128.0838834934605,extrapolated,,,,,,,,,
ARE,2002,120.13652,131.22472,,,107.0390580819181,extrapolated,119.1107599688725,extrapolated,,,,,,,,,
ARE,2003,151.86254,163.66234,,,135.306260240663,extrapolated,148.5539134370719,extrapolated,,,,,,,,,
ARE,2004,166.28909,178.80049,,,148.1600063236334,extrapolated,162.2945908873479,extrapolated,,,,,,,,,
ARE,2005,179.4419,192.6649,,,159.8788774340204,extrapolated,174.8791131604382,extrapolated,,,,,,,,,
ARE,2006,181.49718,194.18811,,,161.7100877545341,extrapolated,176.2617086096203,extrapolated,,,,,,,,,
ARE,2007,186.55415,198.71301,,,166.215739371116,extrapolated,180.3688941900745,extrapolated,,,,,,,,,
ARE,2008,202.29019,213.91698,,,180.2362129085498,extrapolated,194.1693154921275,extrapolated,,,,,,,,,
ARE,2009,208.11889,219.21361,,,185.4294593738385,extrapolated,198.9769891116554,extrapolated,,,,,,,,,
ARE,2010,218.92478,229.48743,,,195.0572751898519,extrapolated,208.3023853326067,extrapolated,,,,,,,,,
ARE,2011,225.51139,235.54197,,,200.9258031807821,extrapolated,213.7980027792429,extrapolated,,,,,,,,,
ARE,2012,227.44976,236.94827,,,202.6528492032093,extrapolated,215.074480730533,extrapolated,,,,,,,,,
ARE,2013,226.86381,235.83026,,,202.1307803428569,extrapolated,214.0596793977293,extrapolated,,,,,,,,,
ARE,2014,221.33384,229.76821,,,197.2036958890933,extrapolated,208.5572452338819,extrapolated,,,,,,,,,
ARE,2015,222.81764,230.20048,,,198.5257298083541,extrapolated,208.9496103935237,extrapolated,,,,,,,,,
ARE,2016,220.90952,227.24085,,,196.8256358859791,extrapolated,206.2631975093759,extrapolated,,,,,,,,,
ARE,2017,221.22951,226.50931,,,197.1107401007145,extrapolated,205.5991893457645,extrapolated,,,,,,,,,
ARE,2018,221.83546,226.06373,,,197.6506285313493,extrapolated,205.1947428937017,extrapolated,,,,,,,,,
ARE,2019,220.83291,224.00966,196.7573780220119,203.3302935831659,196.7573780220119,unfccc,203.3302935831659,unfccc,,,,,,,,,196.3
ARE,2020,220.02945,222.15467,193.2612313574232,199.8341469185771,193.2612313574232,unfccc,199.8341469185771,unfccc,,,,,,,,,
ARE,2021,220.8054,221.8791,199.2455862549427,205.8185018160966,199.2455862549427,unfccc,205.8185018160966,unfccc,,,,,,,,,
ARE,2022,234.70612,237.35711,195.1847327956488,201.7576483568027,195.1847327956488,unfccc,201.7576483568027,unfccc,,,,,,,,,
ARE,2023,240.24517,242.89616,,,199.7910804877829,extrapolated,206.4659366492021,extrapolated,,,,,,,,,
ARE,2024,250.66515,253.31614,,,208.4564745219733,extrapolated,215.3230998524654,extrapolated,208.4564745219733,208.4564745219733,,,,,,,
ARE,2025,,,,,,,,,200.2759748012795,200.2759748012795,,,,,,,
ARE,2026,,,,,,,,,192.0954750805904,192.0954750805904,,,,,,,
ARE,2027,,,,,,,,,183.9149753599013,183.9149753599013,,,,,,,
ARE,2028,,,,,,,,,175.7344756392085,175.7344756392085,,,,,,,
ARE,2029,,,,,,,,,167.5539759185194,167.5539759185194,,,,,,,
ARE,2030,,,,,,,,,159.3734761978297,159.3734761978297,,,,,159.3734761978297,159.3734761978297,
ARE,2031,,,,,,,,,148.1987809582643,148.1987809582643,,,,,,,
ARE,2032,,,,,,,,,137.0240857186982,137.0240857186982,,,,,,,
ARE,2033,,,,,,,,,125.8493904791321,125.8493904791321,,,,,,,
ARE,2034,,,,,,,,,114.6746952395661,114.6746952395661,,,,,,,
ARE,2035,,,,,,,,,103.5,103.5,103.5,103.5,,,,,
ARG,1990,274.69989,219.75331,273.8209805,218.8744063808032,273.8209805,unfccc,218.8744063808032,unfccc,,,,,,,,,
ARG,1991,305.10736,226.71412,304.2636605,225.8704252557222,304.2636605,unfccc,225.8704252557222,unfccc,,,,,,,,,
ARG,1992,313.07762,232.2301,312.1202992,231.2727776007452,312.1202992,unfccc,231.2727776007452,unfccc,,,,,,,,,
ARG,1993,310.56389,237.09373,309.5922278,236.1220670007093,309.5922278,unfccc,236.1220670007093,unfccc,,,,,,,,,
ARG,1994,316.86345,245.17846,315.8579055,244.1729131531004,315.8579055,unfccc,244.1729131531004,unfccc,,,,,,,,,
ARG,1995,322.83287,247.17709,321.8157958,246.160017595598,321.8157958,unfccc,246.160017595598,unfccc,,,,,,,,,
ARG,1996,356.53265,262.4571,355.504151,261.4285990219917,355.504151,unfccc,261.4285990219917,unfccc,,,,,,,,,
ARG,1997,353.40478,263.86058,352.4810539,262.9368480231008,352.4810539,unfccc,262.9368480231008,unfccc,,,,,,,,,
ARG,1998,377.63957,268.40541,376.5575136,267.3233557372828,376.5575136,unfccc,267.3233557372828,unfccc,,,,,,,,,
ARG,1999,369.1266,275.40722,368.0593469,274.339963054895,368.0593469,unfccc,274.339963054895,unfccc,,,,,,,,,
ARG,2000,370.40696,271.25507,369.4758198,270.3239374398395,369.4758198,unfccc,270.3239374398395,unfccc,,,,,,,,,
ARG,2001,368.19099,266.61321,367.3133408,265.7355692361661,367.3133408,unfccc,265.7355692361661,unfccc,,,,,,,,,
ARG,2002,372.36196,261.72318,371.5109803,260.8721937854165,371.5109803,unfccc,260.8721937854165,unfccc,,,,,,,,,
ARG,2003,387.56864,277.38155,386.6313619,276.4442703631582,386.6313619,unfccc,276.4442703631582,unfccc,,,,,,,,,
ARG,2004,405.08756,294.10253,404.0983939,293.1133635107501,404.0983939,unfccc,293.1133635107501,unfccc,,,,,,,,,
ARG,2005,400.65937,299.91492,399.7501935,299.0057404531006,399.7501935,unfccc,299.0057404531006,unfccc,,,,,,,,,
ARG,2006,429.29364,311.69274,428.3267355,310.7258356844337,428.3267355,unfccc,310.7258356844337,unfccc,,,,,,,,,
ARG,2007,451.06207,326.6666,450.0928534,325.6973859832269,450.0928534,unfccc,325.6973859832269,unfccc,,,,,,,,,
ARG,2008,431.4788,331.52381,430.4220202,330.4670320454408,430.4220202,unfccc,330.4670320454408,unfccc,,,,,,,,,
ARG,2009,387.0763,311.4038,386.0978443,310.4253431386329,386.0978443,unfccc,310.4253431386329,unfccc,,,,,,,,,
